"source","target"
"FBXO3","SNX6"
"FBXO3","SP3"
"FBXO3","SPIN1"
"FBXO3","SUDS3"
"FBXO3","TMEM184C"
"FBXO3","TRIM2"
"FBXO3","TTC33"
"FBXO3","UBE2G1"
"FBXO3","VPS4B"
"FBXO3","ZFP91"
"FBXO3","ZNF664"
"FBXO41","FBXW7"
"FBXO41","FCRL1"
"FBXO41","FCRL5"
"FBXO41","FGD2"
"FBXO41","FMNL1"
"FBXO41","FMNL2"
"FBXO41","FYN"
"FBXO41","GAB3"
"FBXO41","GLCCI1"
"FBXO41","GLIPR1"
"FBXO41","GNB5"
"FBXO41","GOLGA8B"
"FBXO41","GPCPD1"
"FBXO41","GSAP"
"FBXO41","GUCY1A3"
"FBXO41","HDAC7"
"FBXO41","HNRNPH1"
"FBXO41","IL17REL"
"FBXO41","INPP4A"
"FBXO41","IRAK3"
"FBXO41","ITGA4"
"FBXO41","ITK"
"FBXO41","KCNAB2"
"FBXO41","KCNC3"
"FBXO41","KIF21B"
"FBXO41","KLHL29"
"FBXO41","KLHL5"
"FBXO41","KLHL6"
"FBXO41","LAX1"
"FBXO41","LILRB1"
"FBXO41","LIMK1"
"FBXO41","LPIN1"
"FBXO41","LRRC8C"
"FBXO41","LRRK2"
"FBXO41","LYN"
"FBXO41","MACF1"
"FBXO41","MAP3K3"
"FBXO41","MAP3K8"
"FBXO41","MDM4"
"FBXO41","MLLT11"
"FBXO41","MSL3"
"FBXO41","MSN"
"FBXO41","MYO1F"
"FBXO41","NBPF8"
"FBXO41","NCKAP1L"
"FBXO41","NCKAP5L"
"FBXO41","NKTR"
"FBXO41","NLRC3"
"FBXO41","NUP210"
"FBXO41","NXPE3"
"FBXO41","OGT"
"FBXO41","ORAI2"
"FBXO41","OSBPL3"
"FBXO41","PACS1"
"FBXO41","PAPD7"
"FBXO41","PAPLN"
"FBXO41","PARP15"
"FBXO41","PBX2"
"FBXO41","PDE7A"
"FBXO41","PHC1"
"FBXO41","PIAS3"
"FBXO41","PLEK"
"FBXO41","PTPN22"
"FBXO41","PTPRC"
"FBXO41","QSOX2"
"FBXO41","RASGRP1"
"FBXO41","RBM26"
"FBXO41","RBMS1"
"FBXO41","RELT"
"FBXO41","RFX5"
"FBXO41","RGS5"
"FBXO41","RHBDF2"
"FBXO41","RHOQ"
"FBXO41","RIC3"
"FBXO41","RNF213"
"FBXO41","RP11-273B20.1"
"FBXO41","RP11-284N8.3"
"FBXO41","RP11-326C3.2"
"FBXO41","RP3-368A4.5"
"FBXO41","RP5-1142A6.9"
"FBXO41","RUNX2"
"FBXO41","SEC22C"
"FBXO41","SEMA4D"
"FBXO41","SERPINB9"
"FBXO41","SETX"
"FBXO41","SFMBT2"
"FBXO41","SGTB"
"FBXO41","SH2D3C"
"FBXO41","SH3BP5-AS1"
"FBXO41","SIN3B"
"FBXO41","SLC25A37"
"FBXO41","SLC41A1"
"FBXO41","SLC6A6"
"FBXO41","SLC9A7"
"FBXO41","SLFN11"
"FBXO41","SLFN5"
"FBXO41","ST3GAL1"
"FBXO41","ST8SIA4"
"FBXO41","STAT5B"
"FBXO41","STX2"
"FBXO41","SYVN1"
"FBXO41","TBC1D27"
"FBXO41","TRAF5"
"FBXO41","TRIB2"
"FBXO41","TRIM22"
"FBXO41","UHRF2"
"FBXO41","VPS13C"
"FBXO41","WHAMMP3"
"FBXO41","WIPF1"
"FBXO41","ZBTB40"
"FBXO41","ZDHHC17"
"FBXO41","ZEB1"
"FBXO41","ZNF154"
"FBXO41","ZNF512B"
"FBXO45","GNAI3"
"FBXO45","HDAC2"
"FBXO45","HN1L"
"FBXO45","NAA50"
"FBXO45","SET"
"FBXO45","ZC3H15"
"FBXO5","KIAA1524"
"FBXO5","KIF11"
"FBXO5","KIF20B"
"FBXO5","RFC3"
"FBXO9","NAPB"
"FBXO9","PIGL"
"FBXO9","PRPF39"
"FBXW11","PPP2R5E"
"FBXW11","UBE2G1"
"FBXW2","SCYL2"
"FBXW7","FGFR1OP2"
"FBXW7","FKBP14"
"FBXW7","FMNL2"
"FBXW7","FNBP4"
"FBXW7","FUT8"
"FBXW7","GABBR1"
"FBXW7","GLCCI1"
"FBXW7","GNB5"
"FBXW7","GOLGA8A"
"FBXW7","GPCPD1"
"FBXW7","HIF1A"
"FBXW7","HNRNPDL"
"FBXW7","HNRNPH1"
"FBXW7","HNRNPU-AS1"
"FBXW7","IL18R1"
"FBXW7","IL1R1"
"FBXW7","INPP4A"
"FBXW7","IRAK3"
"FBXW7","ITGA4"
"FBXW7","KIF21B"
"FBXW7","KIRREL"
"FBXW7","KLF7"
"FBXW7","KLHL29"
"FBXW7","KLHL5"
"FBXW7","KLHL6"
"FBXW7","LA16c-358B7.3"
"FBXW7","LAX1"
"FBXW7","LINC00641"
"FBXW7","LINC01355"
"FBXW7","LRRC8C"
"FBXW7","LRRK2"
"FBXW7","MACF1"
"FBXW7","MAP3K3"
"FBXW7","MAP3K8"
"FBXW7","MCC"
"FBXW7","MDM1"
"FBXW7","MDM4"
"FBXW7","MLLT11"
"FBXW7","MSL3"
"FBXW7","MYO1F"
"FBXW7","NAA16"
"FBXW7","NBPF8"
"FBXW7","NKTR"
"FBXW7","NPTN-IT1"
"FBXW7","OGT"
"FBXW7","OSBPL3"
"FBXW7","OSMR"
"FBXW7","PAPD7"
"FBXW7","PAXBP1"
"FBXW7","PBX2"
"FBXW7","PDE7A"
"FBXW7","PDK1"
"FBXW7","PLEKHH2"
"FBXW7","PRPF38B"
"FBXW7","PTBP2"
"FBXW7","QSOX2"
"FBXW7","RAB11FIP1P1"
"FBXW7","RBM17"
"FBXW7","RBM25"
"FBXW7","RBM26"
"FBXW7","RBM39"
"FBXW7","RBMS1"
"FBXW7","RGS5"
"FBXW7","RHBDF2"
"FBXW7","RHOQ"
"FBXW7","RNF24"
"FBXW7","RP11-284N8.3"
"FBXW7","RP11-325K4.2"
"FBXW7","RP11-325K4.3"
"FBXW7","RP11-415J8.3"
"FBXW7","RP11-894P9.1"
"FBXW7","RP11-96D1.8"
"FBXW7","RP3-368A4.5"
"FBXW7","RP3-368A4.6"
"FBXW7","RP5-1142A6.9"
"FBXW7","RUBCN"
"FBXW7","RUFY3"
"FBXW7","RUNX1"
"FBXW7","RUNX2"
"FBXW7","S100PBP"
"FBXW7","SETX"
"FBXW7","SFMBT2"
"FBXW7","SGTB"
"FBXW7","SHANK3"
"FBXW7","SIN3B"
"FBXW7","SLC25A37"
"FBXW7","SLC7A11"
"FBXW7","SLFN11"
"FBXW7","SLFN5"
"FBXW7","SNED1"
"FBXW7","SPATS2"
"FBXW7","SRSF11"
"FBXW7","ST3GAL1"
"FBXW7","ST8SIA4"
"FBXW7","STAT2"
"FBXW7","STAT5B"
"FBXW7","STX16"
"FBXW7","SUPT20H"
"FBXW7","SYNGAP1"
"FBXW7","TCERG1"
"FBXW7","TIA1"
"FBXW7","TIAF1"
"FBXW7","TMEM39A"
"FBXW7","TMEM45A"
"FBXW7","TMX3"
"FBXW7","TNFRSF10B"
"FBXW7","TRAF5"
"FBXW7","TRERF1"
"FBXW7","TRIM22"
"FBXW7","UBA6"
"FBXW7","UHRF2"
"FBXW7","VPS13C"
"FBXW7","WHAMMP3"
"FBXW7","WNT5A"
"FBXW7","ZBTB40"
"FBXW7","ZDBF2"
"FBXW7","ZDHHC17"
"FBXW7","ZEB1"
"FBXW7","ZNF154"
"FBXW7","ZNF333"
"FBXW7","ZNF449"
"FBXW7","ZNF532"
"FBXW7","ZNF841"
"FCER2","IGHD"
"FCER2","LTB"
"FCER2","TCL1A"
"FCER2","VPREB3"
"FCF1","PPP4R3B"
"FCF1","USP8"
"FCGR2A","FCGR2C"
"FCGR2A","IL1R1"
"FCGR2A","THBD"
"FCGR2C","HSPA7"
"FCHO2","FGD4"
"FCHO2","FNBP1L"
"FCHO2","GCC2"
"FCHO2","IPO8"
"FCHO2","LINC00657"
"FCHO2","PPARA"
"FCHO2","RASA1"
"FCHO2","STRN"
"FCHO2","TAB3"
"FCHO2","TMEM181"
"FCHO2","UFL1"
"FCHO2","UTP14C"
"FCHSD1","FNBP4"
"FCHSD1","GABBR1"
"FCHSD1","GABRE"
"FCHSD1","GOLGA8A"
"FCHSD1","GOLGA8B"
"FCHSD1","HERC2P2"
"FCHSD1","HERC2P3"
"FCHSD1","HNRNPH1"
"FCHSD1","IKBKB"
"FCHSD1","KIAA0907"
"FCHSD1","L3HYPDH"
"FCHSD1","LA16c-390E6.4"
"FCHSD1","LINC01001"
"FCHSD1","LL0XNC01-7P3.1"
"FCHSD1","LZTR1"
"FCHSD1","MAN2A2"
"FCHSD1","MAPK8IP3"
"FCHSD1","MLLT11"
"FCHSD1","NBPF8"
"FCHSD1","NRBP2"
"FCHSD1","OGT"
"FCHSD1","PLCG1"
"FCHSD1","PLXNA3"
"FCHSD1","PNISR"
"FCHSD1","PPWD1"
"FCHSD1","RBM5"
"FCHSD1","RGL2"
"FCHSD1","RP11-347I19.7"
"FCHSD1","RP11-66N24.3"
"FCHSD1","RP4-742C19.13"
"FCHSD1","RP5-1142A6.9"
"FCHSD1","SFXN3"
"FCHSD1","SLC25A37"
"FCHSD1","STAG3L5P"
"FCHSD1","STAT2"
"FCHSD1","STX16"
"FCHSD1","TAF1C"
"FCHSD1","TBRG1"
"FCHSD1","TIA1"
"FCHSD1","TJAP1"
"FCHSD1","ZMIZ2"
"FCHSD1","ZNF316"
"FCHSD1","ZNF333"
"FCHSD1","ZNF354B"
"FCHSD1","ZNF83"
"FCHSD2","FLI1"
"FCHSD2","FYB"
"FCHSD2","GIT2"
"FCHSD2","GVINP1"
"FCHSD2","IKZF1"
"FCHSD2","IL6ST"
"FCHSD2","INPP4A"
"FCHSD2","ITGA4"
"FCHSD2","ITK"
"FCHSD2","KIF21B"
"FCHSD2","LBH"
"FCHSD2","LIMS1"
"FCHSD2","MALT1"
"FCHSD2","MDFIC"
"FCHSD2","MEF2C"
"FCHSD2","MR1"
"FCHSD2","MYO5A"
"FCHSD2","NCKAP1L"
"FCHSD2","NCOA3"
"FCHSD2","NLRC3"
"FCHSD2","ORAI2"
"FCHSD2","P2RY10"
"FCHSD2","PACS1"
"FCHSD2","PDE7A"
"FCHSD2","PIK3CG"
"FCHSD2","PIP4K2A"
"FCHSD2","PLEKHA2"
"FCHSD2","PPM1K"
"FCHSD2","PPP1R16B"
"FCHSD2","PTPRC"
"FCHSD2","PXK"
"FCHSD2","RAB8B"
"FCHSD2","RASA3"
"FCHSD2","RASGRP1"
"FCHSD2","RASSF2"
"FCHSD2","RASSF5"
"FCHSD2","RCSD1"
"FCHSD2","RFX5"
"FCHSD2","RUBCN"
"FCHSD2","SLC9A7"
"FCHSD2","SNN"
"FCHSD2","SNX29"
"FCHSD2","ST8SIA4"
"FCHSD2","SYNE1"
"FCHSD2","TCF4"
"FCHSD2","TLR1"
"FCHSD2","TLR6"
"FCHSD2","TNFAIP8"
"FCHSD2","WIPF1"
"FCHSD2","ZDBF2"
"FCHSD2","ZEB1"
"FCMR","FCRLA"
"FCMR","GRAP"
"FCMR","HVCN1"
"FCMR","IL24"
"FCMR","LINC01215"
"FCMR","MS4A1"
"FCMR","NFATC1"
"FCMR","RHOH"
"FCMR","SASH3"
"FCMR","SELL"
"FCMR","SPOCK2"
"FCMR","STAP1"
"FCMR","TCF7"
"FCMR","TLR10"
"FCMR","TNFRSF13C"
"FCRL1","FCRL2"
"FCRL1","FCRL3"
"FCRL1","FGD2"
"FCRL1","FLI1"
"FCRL1","FMNL1"
"FCRL1","FMNL3"
"FCRL1","GAB3"
"FCRL1","GPR65"
"FCRL1","HCLS1"
"FCRL1","IKZF3"
"FCRL1","IL16"
"FCRL1","IL17REL"
"FCRL1","INPP5D"
"FCRL1","ITGAL"
"FCRL1","ITK"
"FCRL1","KCNAB2"
"FCRL1","KCNC3"
"FCRL1","KIF21B"
"FCRL1","KLHL6"
"FCRL1","LCP1"
"FCRL1","LINC00926"
"FCRL1","LRRK2"
"FCRL1","MS4A1"
"FCRL1","MYO1G"
"FCRL1","NCKAP1L"
"FCRL1","NLRC3"
"FCRL1","NUP210"
"FCRL1","PACS1"
"FCRL1","PARP15"
"FCRL1","PDE7A"
"FCRL1","PIK3CD"
"FCRL1","PLCG2"
"FCRL1","PLEK"
"FCRL1","PPP1R16B"
"FCRL1","PTPN7"
"FCRL1","PTPRC"
"FCRL1","RASSF5"
"FCRL1","RELT"
"FCRL1","RFTN1"
"FCRL1","RHBDF2"
"FCRL1","RP11-1334A24.6"
"FCRL1","RP11-876N24.3"
"FCRL1","RUNX3"
"FCRL1","SEMA4D"
"FCRL1","SEMA7A"
"FCRL1","9/6/2018"
"FCRL1","SERPINB9"
"FCRL1","SH2D3C"
"FCRL1","SIGLEC10"
"FCRL1","SLAMF6"
"FCRL1","SMAP2"
"FCRL1","SNN"
"FCRL1","SNX20"
"FCRL1","SP140"
"FCRL1","TLR10"
"FCRL1","TMC8"
"FCRL1","TRAF1"
"FCRL1","TRAF5"
"FCRL1","TREML2"
"FCRL1","TRIB2"
"FCRL1","TRIM22"
"FCRL1","TTC24"
"FCRL1","VAV1"
"FCRL1","WIPF1"
"FCRL1","ZNF154"
"FCRL2","FCRL3"
"FCRL2","FMNL1"
"FCRL2","HCLS1"
"FCRL2","JAK3"
"FCRL2","LINC00926"
"FCRL2","MS4A1"
"FCRL2","NLRP1"
"FCRL2","P2RX5"
"FCRL2","PARP15"
"FCRL2","PIK3CD"
"FCRL2","PTPN7"
"FCRL2","RASAL3"
"FCRL2","RASGRP2"
"FCRL2","RELT"
"FCRL2","RFTN1"
"FCRL2","RLTPR"
"FCRL2","RP11-876N24.3"
"FCRL2","SEMA7A"
"FCRL2","SH2D3C"
"FCRL2","SP140"
"FCRL2","TMC8"
"FCRL2","TRAF1"
"FCRL2","VNN2"
"FCRL2","WAS"
"FCRL2","ZAP70"
"FCRL3","FMNL1"
"FCRL3","FMNL3"
"FCRL3","GRAP"
"FCRL3","HVCN1"
"FCRL3","IKZF3"
"FCRL3","IL16"
"FCRL3","IL21R"
"FCRL3","INPP5D"
"FCRL3","KIAA0922"
"FCRL3","LCK"
"FCRL3","LCP1"
"FCRL3","LINC00926"
"FCRL3","LY9"
"FCRL3","MS4A1"
"FCRL3","NFATC1"
"FCRL3","NLRC3"
"FCRL3","PIK3CD"
"FCRL3","PPP1R16B"
"FCRL3","PTPN7"
"FCRL3","PTPRC"
"FCRL3","RAC2"
"FCRL3","RASSF5"
"FCRL3","RFTN1"
"FCRL3","RHOH"
"FCRL3","RP11-75L1.2"
"FCRL3","RUNX3"
"FCRL3","SASH3"
"FCRL3","SELL"
"FCRL3","SEMA7A"
"FCRL3","SH2D1A"
"FCRL3","SLAMF6"
"FCRL3","SNX20"
"FCRL3","SP140"
"FCRL3","TLR10"
"FCRL3","TMC8"
"FCRL3","TNFAIP8"
"FCRL3","TNFRSF13C"
"FCRL3","TRAF1"
"FCRL3","VAV1"
"FCRL5","FGD2"
"FCRL5","FMNL1"
"FCRL5","GAB3"
"FCRL5","GLCCI1"
"FCRL5","GNB5"
"FCRL5","IL17REL"
"FCRL5","KCNAB2"
"FCRL5","KCNC3"
"FCRL5","KLHL6"
"FCRL5","LAX1"
"FCRL5","LILRB1"
"FCRL5","LIMK1"
"FCRL5","MYO1F"
"FCRL5","NUGGC"
"FCRL5","NUP210"
"FCRL5","NXPE3"
"FCRL5","ORAI2"
"FCRL5","OSBPL3"
"FCRL5","PACS1"
"FCRL5","PAPLN"
"FCRL5","PARP15"
"FCRL5","PIM2"
"FCRL5","POU2AF1"
"FCRL5","RELT"
"FCRL5","RHBDF2"
"FCRL5","RHOQ"
"FCRL5","RP11-284N8.3"
"FCRL5","SEMA4D"
"FCRL5","SLC41A1"
"FCRL5","SLFN11"
"FCRL5","ST3GAL5"
"FCRL5","SYVN1"
"FCRL5","TBC1D27"
"FCRL5","TRAF5"
"FCRL5","TRIB2"
"FCRL5","TTC9"
"FCRLA","GRAP"
"FCRLA","MS4A1"
"FCRLA","NFATC1"
"FCRLA","STAP1"
"FCRLA","TNFRSF13C"
"FDCSP","LTF"
"FDCSP","TCL1A"
"FDFT1","HMGCS1"
"FDFT1","IDI1"
"FDFT1","MSMO1"
"FDFT1","SQLE"
"FDPS","MVD"
"FEM1B","FRS2"
"FEM1B","GTF3C4"
"FEM1B","HS2ST1"
"FEM1B","MBP"
"FEM1B","NCOA2"
"FEM1B","PHF3"
"FEM1B","PIK3R1"
"FEM1B","PUM2"
"FEM1B","SIK2"
"FEM1B","SPIN1"
"FEM1B","TCEA1"
"FEM1B","TMEM245"
"FEM1B","VEZF1"
"FEM1B","ZBTB41"
"FENDRR","FGD5"
"FENDRR","GABBR1"
"FENDRR","IGDCC4"
"FENDRR","IL1R1"
"FENDRR","KIRREL"
"FENDRR","LAMA4"
"FENDRR","LDB2"
"FENDRR","MACF1"
"FENDRR","MAGI2-AS3"
"FENDRR","MDM4"
"FENDRR","NID1"
"FENDRR","NKTR"
"FENDRR","RBMS1"
"FENDRR","SEMA4C"
"FENDRR","SHANK3"
"FENDRR","SLFN11"
"FENDRR","SNED1"
"FENDRR","TRERF1"
"FENDRR","TSHZ3"
"FENDRR","VPS13C"
"FENDRR","WNT5A"
"FENDRR","ZNF532"
"FERMT2","FGF2"
"FERMT2","FGFR1"
"FERMT2","FHL1"
"FERMT2","ITGA1"
"FERMT2","LAMC1"
"FERMT2","MYOCD"
"FERMT2","PDLIM3"
"FERMT2","PYGO1"
"FERMT2","SDC2"
"FERMT2","SLC16A2"
"FERMT2","TSHZ3"
"FERMT2","VGLL3"
"FERMT2","WWTR1"
"FERMT2","ZBTB47"
"FERMT3","PLEKHO1"
"FERMT3","PTPN6"
"FERMT3","SIPA1"
"FGD2","FMNL1"
"FGD2","FMNL3"
"FGD2","FNBP4"
"FGD2","GAB3"
"FGD2","GBP5"
"FGD2","GIMAP8"
"FGD2","GLCCI1"
"FGD2","GNB5"
"FGD2","GOLGA8B"
"FGD2","GPR65"
"FGD2","GUCY1A3"
"FGD2","GUCY1B3"
"FGD2","IGDCC4"
"FGD2","IL10RA"
"FGD2","IL12RB1"
"FGD2","IL17REL"
"FGD2","IL18R1"
"FGD2","INPP4A"
"FGD2","INPP5D"
"FGD2","IRAK3"
"FGD2","ITGA4"
"FGD2","ITGAL"
"FGD2","ITGAM"
"FGD2","ITGAX"
"FGD2","ITK"
"FGD2","KCNAB2"
"FGD2","KCNC3"
"FGD2","KIF21B"
"FGD2","KLF7"
"FGD2","KLHL5"
"FGD2","KLHL6"
"FGD2","LA16c-390E6.4"
"FGD2","LAIR1"
"FGD2","LAX1"
"FGD2","LCP2"
"FGD2","LILRB1"
"FGD2","LIMK1"
"FGD2","LRRC8C"
"FGD2","LRRK2"
"FGD2","LYN"
"FGD2","MAP3K3"
"FGD2","MAP3K8"
"FGD2","MIAT"
"FGD2","MLLT11"
"FGD2","MSL3"
"FGD2","MSN"
"FGD2","MYO1F"
"FGD2","NAIP"
"FGD2","NBPF15"
"FGD2","NBPF8"
"FGD2","NCKAP1L"
"FGD2","NCKAP5L"
"FGD2","NFKB2"
"FGD2","NKTR"
"FGD2","NLRC3"
"FGD2","NRROS"
"FGD2","NUP210"
"FGD2","OGT"
"FGD2","ORAI2"
"FGD2","OSBPL3"
"FGD2","PACS1"
"FGD2","PAPLN"
"FGD2","PARP14"
"FGD2","PARP15"
"FGD2","PBX2"
"FGD2","PDE4B"
"FGD2","PDE7A"
"FGD2","PECAM1"
"FGD2","PFKFB3"
"FGD2","PHC1"
"FGD2","PIK3R5"
"FGD2","PLEK"
"FGD2","PPM1K"
"FGD2","PPP1R16B"
"FGD2","PREX1"
"FGD2","PTAFR"
"FGD2","PTPN22"
"FGD2","PTPN7"
"FGD2","PTPRC"
"FGD2","RASGRP1"
"FGD2","RASSF4"
"FGD2","RASSF5"
"FGD2","RELT"
"FGD2","RFX5"
"FGD2","RHBDF2"
"FGD2","RIC3"
"FGD2","RNF213"
"FGD2","RP11-1334A24.6"
"FGD2","RP11-273B20.1"
"FGD2","RP11-284N8.3"
"FGD2","RP11-848G14.5"
"FGD2","RP5-1142A6.9"
"FGD2","RUBCN"
"FGD2","SAMD9L"
"FGD2","SAMHD1"
"FGD2","SEMA4D"
"FGD2","SEMA7A"
"FGD2","SERPINB9"
"FGD2","SFMBT2"
"FGD2","SGTB"
"FGD2","SH2D3C"
"FGD2","SH3BP5-AS1"
"FGD2","SHANK3"
"FGD2","SIGLEC10"
"FGD2","SIN3B"
"FGD2","SLC25A37"
"FGD2","SLC41A1"
"FGD2","SLC6A6"
"FGD2","SLFN11"
"FGD2","SLFN12"
"FGD2","SLX4"
"FGD2","SP140L"
"FGD2","ST3GAL1"
"FGD2","ST8SIA4"
"FGD2","STARD8"
"FGD2","STAT2"
"FGD2","STX11"
"FGD2","STX16"
"FGD2","STX2"
"FGD2","SYVN1"
"FGD2","TBC1D27"
"FGD2","TLR1"
"FGD2","TMC8"
"FGD2","TMEM106A"
"FGD2","TRAF1"
"FGD2","TRAF5"
"FGD2","TRERF1"
"FGD2","TRIB2"
"FGD2","TRIM22"
"FGD2","TRIM38"
"FGD2","TTYH3"
"FGD2","TXK"
"FGD2","VASH1"
"FGD2","VPS13C"
"FGD2","WIPF1"
"FGD2","XAF1"
"FGD2","ZBTB40"
"FGD2","ZMIZ2"
"FGD2","ZNF154"
"FGD2","ZNF449"
"FGD2","ZNF512B"
"FGD3","HCLS1"
"FGD3","INPP5D"
"FGD4","FNBP1L"
"FGD4","GABPA"
"FGD4","GCC2"
"FGD4","IPO8"
"FGD4","KIAA0232"
"FGD4","KLHDC10"
"FGD4","LINC00657"
"FGD4","NCOA2"
"FGD4","PDS5A"
"FGD4","PHF3"
"FGD4","PPARA"
"FGD4","PRKAA1"
"FGD4","RABGEF1"
"FGD4","RASA1"
"FGD4","ROCK2"
"FGD4","SACM1L"
"FGD4","SBNO1"
"FGD4","SCYL2"
"FGD4","SEC24B"
"FGD4","SPOPL"
"FGD4","STAG2"
"FGD4","STAM2"
"FGD4","STRN"
"FGD4","TAB3"
"FGD4","TMOD3"
"FGD4","UEVLD"
"FGD4","UFL1"
"FGD4","UTP14C"
"FGD4","WAC"
"FGD4","ZBED4"
"FGD4","ZNF24"
"FGD5-AS1","FNBP1L"
"FGD5-AS1","FOXJ3"
"FGD5-AS1","GLUD1"
"FGD5-AS1","GMCL1"
"FGD5-AS1","GPR107"
"FGD5-AS1","GUCY2C"
"FGD5-AS1","KLHL8"
"FGD5-AS1","LGR4"
"FGD5-AS1","MBNL3"
"FGD5-AS1","NRIP1"
"FGD5-AS1","OCRL"
"FGD5-AS1","OXR1"
"FGD5-AS1","PJA2"
"FGD5-AS1","POFUT1"
"FGD5-AS1","PPP2R5E"
"FGD5-AS1","PPP4R3B"
"FGD5-AS1","PUM2"
"FGD5-AS1","RNF13"
"FGD5-AS1","RNF14"
"FGD5-AS1","RP5-862P8.2"
"FGD5-AS1","SERINC3"
"FGD5-AS1","SNX13"
"FGD5-AS1","SNX6"
"FGD5-AS1","SOS2"
"FGD5-AS1","SP3"
"FGD5-AS1","SPAST"
"FGD5-AS1","SPIN1"
"FGD5-AS1","SUDS3"
"FGD5-AS1","TAB2"
"FGD5-AS1","TLK1"
"FGD5-AS1","TMEM167B"
"FGD5-AS1","TMEM170A"
"FGD5-AS1","TMEM184C"
"FGD5-AS1","TMEM192"
"FGD5-AS1","TMEM245"
"FGD5-AS1","TRAK2"
"FGD5-AS1","TRIM2"
"FGD5-AS1","UBL3"
"FGD5-AS1","UHMK1"
"FGD5-AS1","UTP14C"
"FGD5-AS1","ZADH2"
"FGD5-AS1","ZBTB10"
"FGD5-AS1","ZDHHC23"
"FGD5-AS1","ZFP91"
"FGD5-AS1","ZNF252P"
"FGD5-AS1","ZNF664"
"FGD5","FSTL1"
"FGD5","GNB4"
"FGD5","GUCY1A3"
"FGD5","GUCY1B3"
"FGD5","IGDCC4"
"FGD5","IL1R1"
"FGD5","IRAK3"
"FGD5","KIRREL"
"FGD5","KLF7"
"FGD5","KLHL5"
"FGD5","LDB2"
"FGD5","LRRC8C"
"FGD5","LRRK2"
"FGD5","MACF1"
"FGD5","MAGI2-AS3"
"FGD5","MAP3K3"
"FGD5","MDM4"
"FGD5","MLLT11"
"FGD5","NAIP"
"FGD5","NBPF8"
"FGD5","NCKAP5L"
"FGD5","PECAM1"
"FGD5","PHC1"
"FGD5","PPM1F"
"FGD5","RBMS1"
"FGD5","RHBDF2"
"FGD5","RHOQ"
"FGD5","SEMA4C"
"FGD5","SGTB"
"FGD5","SHANK3"
"FGD5","SLFN11"
"FGD5","SNED1"
"FGD5","ST8SIA4"
"FGD5","TLR2"
"FGD5","TMTC1"
"FGD5","TRERF1"
"FGD5","TSHZ3"
"FGD5","VASH1"
"FGD5","VPS13C"
"FGD5","ZEB1"
"FGD5","ZNF532"
"FGF2","FGFR1"
"FGF2","FLT1"
"FGF2","FSTL1"
"FGF2","GJA1"
"FGF2","HEG1"
"FGF2","IL6ST"
"FGF2","ITGA1"
"FGF2","ITGB3"
"FGF2","KIRREL"
"FGF2","LAMC1"
"FGF2","MACF1"
"FGF2","MCTP1"
"FGF2","OSMR"
"FGF2","PTGFR"
"FGF2","PYGO1"
"FGF2","RBMS1"
"FGF2","RPS6KA2"
"FGF2","SLC23A2"
"FGF2","TMTC1"
"FGF2","TSHZ3"
"FGF2","WWTR1"
"FGF2","ZCCHC24"
"FGF2","ZEB1"
"FGF7","HGF"
"FGF7","HIF1A"
"FGF7","IL1R1"
"FGF7","KDR"
"FGF7","LIPG"
"FGF7","LRRC8C"
"FGF7","LZTS1"
"FGF7","MSN"
"FGF7","NRG1"
"FGF7","PEA15"
"FGF7","RAB31"
"FGF7","RBMS1"
"FGF7","RHOQ"
"FGF7","RIPK2"
"FGF7","STC1"
"FGF7","SYVN1"
"FGF7","THBD"
"FGF7","WARS"
"FGFR1OP2","FMR1"
"FGFR1OP2","FNDC3A"
"FGFR1OP2","GIT2"
"FGFR1OP2","GLS"
"FGFR1OP2","HAUS3"
"FGFR1OP2","HERC4"
"FGFR1OP2","HSPA13"
"FGFR1OP2","IL6ST"
"FGFR1OP2","INPP4A"
"FGFR1OP2","IRAK4"
"FGFR1OP2","ITGAV"
"FGFR1OP2","ITSN2"
"FGFR1OP2","JAK1"
"FGFR1OP2","JMJD1C"
"FGFR1OP2","KBTBD2"
"FGFR1OP2","KCTD20"
"FGFR1OP2","KDM2A"
"FGFR1OP2","KIAA1033"
"FGFR1OP2","LGALS8"
"FGFR1OP2","LIMS1"
"FGFR1OP2","LPGAT1"
"FGFR1OP2","LRCH1"
"FGFR1OP2","MALT1"
"FGFR1OP2","MANEA"
"FGFR1OP2","MAP3K7"
"FGFR1OP2","MAP4K5"
"FGFR1OP2","MCFD2"
"FGFR1OP2","MEF2A"
"FGFR1OP2","MFN1"
"FGFR1OP2","MOSPD2"
"FGFR1OP2","MTMR9"
"FGFR1OP2","MTX3"
"FGFR1OP2","NAB1"
"FGFR1OP2","NCOA3"
"FGFR1OP2","NEDD4"
"FGFR1OP2","NFAT5"
"FGFR1OP2","NUP160"
"FGFR1OP2","OTUD4"
"FGFR1OP2","PHF20L1"
"FGFR1OP2","PHIP"
"FGFR1OP2","PHTF2"
"FGFR1OP2","PIKFYVE"
"FGFR1OP2","PITPNB"
"FGFR1OP2","POGLUT1"
"FGFR1OP2","POLK"
"FGFR1OP2","PRDM2"
"FGFR1OP2","PRKD3"
"FGFR1OP2","PRPF38B"
"FGFR1OP2","PTPN12"
"FGFR1OP2","RAB2B"
"FGFR1OP2","RAB3GAP2"
"FGFR1OP2","RABEP1"
"FGFR1OP2","RAD54L2"
