"source","target"
"AC006925.1","SPRR2D"
"AC006925.1","SPRR3"
"AC006925.1","TRBJ1-4"
"AC006925.1","TRBJ1-5"
"AC006925.1","TRBJ2-2P"
"AC006925.1","TRBJ2-2"
"AC006925.1","TRBJ2-6"
"AC006925.1","Y"
"AC006925.1","Z93241.1"
"AC006925.1","Z98750.1"
"AC006925.1","snoMe28S-Am2634"
"AC007191.4","AC093110.3"
"AC007191.4","ARHGEF6"
"AC007191.4","CLCN6"
"AC007191.4","DDX17"
"AC007191.4","DIP2A"
"AC007191.4","EPM2AIP1"
"AC007191.4","FMNL2"
"AC007191.4","GIT2"
"AC007191.4","HNRNPU-AS1"
"AC007191.4","MDM4"
"AC007191.4","MGEA5"
"AC007191.4","NKTR"
"AC007191.4","NPIPB4"
"AC007191.4","NPTN-IT1"
"AC007191.4","PLEKHH2"
"AC007191.4","RBM26"
"AC007191.4","RP11-72I8.1"
"AC007191.4","RP3-368A4.5"
"AC007191.4","RP4-742C19.13"
"AC007191.4","SENP7"
"AC007191.4","SIN3B"
"AC007191.4","TIA1"
"AC007191.4","XXbac-BPGBPG55C20.2"
"AC007191.4","ZBTB40"
"AC007191.4","ZDBF2"
"AC007191.4","ZDHHC17"
"AC007191.4","ZMAT1"
"AC007191.4","ZNF224"
"AC007191.4","ZNF532"
"AC007279.1","AC009977.1"
"AC007304.1","AL365361.1"
"AC007567.1","AL118509.1"
"AC007567.1","AL160269.1"
"AC007567.1","RNU6-1016P"
"AC007567.1","RNU6-181P"
"AC007567.1","RNU6-890P"
"AC007567.1","RNY1P9"
"AC007567.1","Z93930.1"
"AC007611.1","AL445204.1"
"AC007611.1","MIR6503"
"AC007611.1","RP3-426I6.5"
"AC007773.1","AC087884.1"
"AC007773.1","AL138963.1"
"AC007773.1","IGHJ1P"
"AC007773.1","MIR4690"
"AC007773.1","MIR6772"
"AC007773.1","MIR6774"
"AC007773.1","MT-TR"
"AC007773.1","TMSB4XP6"
"AC008391.1","AC055873.1"
"AC008391.1","AC092309.1"
"AC008391.1","AC239868.2"
"AC008391.1","AC239868.3"
"AC008391.1","AC244250.4"
"AC008391.1","AL109843.1"
"AC008391.1","AL354720.1"
"AC008391.1","AL589988.1"
"AC008391.1","MIR3186"
"AC008391.1","MIR590"
"AC008391.1","MIR6774"
"AC008391.1","MIR6891"
"AC008391.1","MIR941-1"
"AC008391.1","MT-TR"
"AC008391.1","RNU6-611P"
"AC008391.1","SNORA4"
"AC008391.1","SNORD104"
"AC008391.1","SNORD46"
"AC008391.1","TRBJ2-2P"
"AC008464.1","Z85986.1"
"AC008547.1","AC011453.1"
"AC008547.1","AC011499.1"
"AC008547.1","AC026366.1"
"AC008547.1","AC106795.1"
"AC008547.1","AC138965.1"
"AC008547.1","AL356137.1"
"AC008547.1","AL357515.1"
"AC008547.1","AP001107.1"
"AC008547.1","MIR3153"
"AC008547.1","MIR5010"
"AC008547.1","RP11-927P21.4"
"AC008547.1","SNORD100"
"AC008547.1","SNORD117"
"AC008547.1","SNORD62A"
"AC008547.1","SNORD62B"
"AC008547.1","TRBJ1-3"
"AC008547.1","U91328.1"
"AC008759.1","AC008798.1"
"AC008759.1","AC026318.1"
"AC008759.1","AC100800.2"
"AC008759.1","AC253576.2"
"AC008759.1","AL139815.1"
"AC008759.1","AP002967.1"
"AC008759.1","MIR429"
"AC008759.1","MIR4420"
"AC008759.1","MIR590"
"AC008759.1","RNU6-850P"
"AC008759.1","RNY4P7"
"AC008759.1","RP11-927P21.9"
"AC008759.1","SCARNA22"
"AC008759.1","SNORD69"
"AC008759.1","snoU13"
"AC008798.1","AC026992.1"
"AC008798.1","AC100800.2"
"AC008798.1","AL139815.1"
"AC008798.1","AL356137.1"
"AC008798.1","AL365181.1"
"AC008798.1","AL445204.1"
"AC008798.1","AP001187.1"
"AC008798.1","MIR186"
"AC008798.1","MIR3653"
"AC008798.1","MIR429"
"AC008798.1","MIR4420"
"AC008798.1","MIR647"
"AC008798.1","MIRLET7D"
"AC008798.1","RNY4P10"
"AC008798.1","RNY4P7"
"AC008798.1","RNY4"
"AC008798.1","RP11-927P21.4"
"AC008798.1","RP11-927P21.9"
"AC008798.1","SCARNA22"
"AC008798.1","SNORD104"
"AC008798.1","SNORD117"
"AC008798.1","SNORD9"
"AC008798.1","snoU13"
"AC008810.1","AL135745.1"
"AC008836.1","AC010884.2"
"AC008836.1","AC024571.1"
"AC008836.1","AC134878.1"
"AC008836.1","AC244250.3"
"AC008836.1","AL133405.1"
"AC008836.1","AL161626.1"
"AC008836.1","IGHJ6"
"AC008836.1","MIR1255B2"
"AC008836.1","MIR3682"
"AC008836.1","MIR374B"
"AC008836.1","MIR3909"
"AC008836.1","MIR645"
"AC008836.1","RNU6-1095P"
"AC008836.1","RNU6-130P"
"AC008836.1","RNU6-407P"
"AC008836.1","TRAJ1"
"AC008869.1","AC011073.1"
"AC008869.1","AC025674.1"
"AC008869.1","AC026992.1"
"AC008869.1","AC072031.1"
"AC008869.1","AC132192.1"
"AC008869.1","AC253576.1"
"AC008869.1","AL138898.1"
"AC008869.1","AL360176.1"
"AC008869.1","AL442127.1"
"AC008869.1","AL589947.1"
"AC008869.1","AL591708.1"
"AC008869.1","AL713999.1"
"AC008869.1","AP001187.1"
"AC008869.1","FP236383.7"
"AC008869.1","FP236383.8"
"AC008869.1","FP671120.2"
"AC008869.1","MIR126"
"AC008869.1","MIR186"
"AC008869.1","MIR200B"
"AC008869.1","MIR23A"
"AC008869.1","MIR24-2"
"AC008869.1","MIR25"
"AC008869.1","MIR324"
"AC008869.1","MIR3653"
"AC008869.1","MIR4436B1"
"AC008869.1","MIR4436B2"
"AC008869.1","MIR5188"
"AC008869.1","MIR616"
"AC008869.1","MIR635"
"AC008869.1","MIR647"
"AC008869.1","MIR657"
"AC008869.1","MIRLET7D"
"AC008869.1","RNA5SP311"
"AC008869.1","RNA5SP317"
"AC008869.1","RNU6-1099P"
"AC008869.1","RNU6-118P"
"AC008869.1","RNU6-1"
"AC008869.1","RNU6-26P"
"AC008869.1","RNU6-2"
"AC008869.1","RNU6-312P"
"AC008869.1","RNU6-3P"
"AC008869.1","RNU6-4P"
"AC008869.1","RNU6-5P"
"AC008869.1","RNU6-668P"
"AC008869.1","RNU6-6P"
"AC008869.1","RNU6-737P"
"AC008869.1","RNU6-9"
"AC008869.1","RNY4P10"
"AC008869.1","SNORA15"
"AC008869.1","SNORA27"
"AC008869.1","SNORD12B"
"AC008869.1","SNORD19"
"AC008869.1","SNORD6"
"AC008869.1","SNORD83A"
"AC008869.1","Z98750.1"
"AC008914.1","AC010297.1"
"AC008914.1","AC093304.1"
"AC008914.1","AL050321.1"
"AC008914.1","MIR8086"
"AC008914.1","RNU7-3P"
"AC008914.1","SNORA25"
"AC008993.2","AC093818.1"
"AC008993.2","AC116366.6"
"AC008993.2","AC159540.1"
"AC008993.2","ACAD11"
"AC008993.2","ANKRD10-IT1"
"AC008993.2","ANKRD10"
"AC008993.2","ARGLU1"
"AC008993.2","ATM"
"AC008993.2","BMS1P1"
"AC008993.2","BTAF1"
"AC008993.2","CFAP54"
"AC008993.2","CH17-264L24.1"
"AC008993.2","CLCN6"
"AC008993.2","CLK4"
"AC008993.2","CREBZF"
"AC008993.2","CSGALNACT2"
"AC008993.2","CTB-89H12.4"
"AC008993.2","CTBP1-AS"
"AC008993.2","CTC-360G5.9"
"AC008993.2","CTC-425O23.5"
"AC008993.2","CTD-2303H24.2"
"AC008993.2","DDX17"
"AC008993.2","FBXW7"
"AC008993.2","FNBP4"
"AC008993.2","GOLGA8A"
"AC008993.2","HERC2P9"
"AC008993.2","HNRNPH1"
"AC008993.2","HNRNPU-AS1"
"AC008993.2","IRAK3"
"AC008993.2","LA16c-358B7.3"
"AC008993.2","LINC00506"
"AC008993.2","LINC01002"
"AC008993.2","MACF1"
"AC008993.2","MDM4"
"AC008993.2","NBPF15"
"AC008993.2","NKTR"
"AC008993.2","OGT"
"AC008993.2","PLEKHM1P"
"AC008993.2","PSMA3-AS1"
"AC008993.2","RBM26"
"AC008993.2","RBM39"
"AC008993.2","RNF213"
"AC008993.2","RNF24"
"AC008993.2","RP11-23N2.4"
"AC008993.2","RP11-34P13.13"
"AC008993.2","RP11-488L18.4"
"AC008993.2","RP11-632K20.7"
"AC008993.2","RP11-894P9.1"
"AC008993.2","RP3-368A4.5"
"AC008993.2","RP3-368A4.6"
"AC008993.2","RP3-449O17.1"
"AC008993.2","RP4-669L17.10"
"AC008993.2","RP4-742C19.13"
"AC008993.2","RP5-1142A6.9"
"AC008993.2","SFMBT2"
"AC008993.2","SHANK3"
"AC008993.2","SIN3B"
"AC008993.2","SRSF11"
"AC008993.2","STARD8"
"AC008993.2","STAT2"
"AC008993.2","TBRG1"
"AC008993.2","TIA1"
"AC008993.2","VPS13C"
"AC008993.2","ZDBF2"
"AC008993.2","ZNF117"
"AC008993.2","ZNF354B"
"AC009009.1","AC010884.2"
"AC009009.1","AC011073.1"
"AC009009.1","AC015883.1"
"AC009009.1","AC015923.2"
"AC009009.1","AC018688.1"
"AC009009.1","AC021613.1"
"AC009009.1","AC022395.1"
"AC009009.1","AC025594.1"
"AC009009.1","AC025674.1"
"AC009009.1","AC025918.1"
"AC009009.1","AC073127.1"
"AC009009.1","AC091042.1"
"AC009009.1","AC092925.1"
"AC009009.1","AC099539.1"
"AC009009.1","AC099805.1"
"AC009009.1","AC103563.5"
"AC009009.1","AC104986.1"
"AC009009.1","AC108004.1"
"AC009009.1","AC118282.2"
"AC009009.1","AC119751.2"
"AC009009.1","AC244205.1"
"AC009009.1","AC244250.3"
"AC009009.1","AC245028.1"
"AC009009.1","AC246787.1"
"AC009009.1","AC246787.3"
"AC009009.1","AC246787.4"
"AC009009.1","AC246787.5"
"AC009009.1","AL021394.1"
"AC009009.1","AL022326.1"
"AC009009.1","AL031768.1"
"AC009009.1","AL136137.1"
"AC009009.1","AL136231.1"
"AC009009.1","AL138898.1"
"AC009009.1","AL161626.1"
"AC009009.1","AL162151.3"
"AC009009.1","AL358354.1"
"AC009009.1","AL359753.1"
"AC009009.1","AL359955.1"
"AC009009.1","AL391380.1"
"AC009009.1","AL442127.1"
"AC009009.1","AL589947.1"
"AC009009.1","AL590431.1"
"AC009009.1","AL591708.1"
"AC009009.1","AL713999.1"
"AC009009.1","AL901608.1"
"AC009009.1","AL928742.1"
"AC009009.1","AP000887.1"
"AC009009.1","AP002022.1"
"AC009009.1","ARMC2-AS1"
"AC009009.1","BX088702.1"
"AC009009.1","CR392039.1"
"AC009009.1","CU463998.1"
"AC009009.1","CU463998.2"
"AC009009.1","DEFB4A"
"AC009009.1","FO203515.1"
"AC009009.1","FP236383.7"
"AC009009.1","FP236383.8"
"AC009009.1","FP325318.1"
"AC009009.1","FP671120.2"
"AC009009.1","IGHD2-15"
"AC009009.1","IGHD3-16"
"AC009009.1","IGHJ1"
"AC009009.1","IGHJ2P"
"AC009009.1","IGHJ2"
"AC009009.1","IGHJ3P"
"AC009009.1","IGHJ3"
"AC009009.1","IGHJ4"
"AC009009.1","IGHJ5"
"AC009009.1","IGHJ6"
"AC009009.1","IGKJ1"
"AC009009.1","IGKJ3"
"AC009009.1","IGKJ4"
"AC009009.1","IGKJ5"
"AC009009.1","IGLJ1"
"AC009009.1","IGLJ6"
"AC009009.1","KLK6"
"AC009009.1","KLK8"
"AC009009.1","MIR1255B2"
"AC009009.1","MIR126"
"AC009009.1","MIR143"
"AC009009.1","MIR181B1"
"AC009009.1","MIR203A"
"AC009009.1","MIR23A"
"AC009009.1","MIR23B"
"AC009009.1","MIR24-2"
"AC009009.1","MIR25"
"AC009009.1","MIR27B"
"AC009009.1","MIR30C2"
"AC009009.1","MIR3164"
"AC009009.1","MIR3176"
"AC009009.1","MIR3197"
"AC009009.1","MIR324"
"AC009009.1","MIR3657"
"AC009009.1","MIR3682"
"AC009009.1","MIR3687-1"
"AC009009.1","MIR3687-2"
"AC009009.1","MIR374B"
"AC009009.1","MIR378G"
"AC009009.1","MIR378J"
"AC009009.1","MIR4257"
"AC009009.1","MIR4436A"
"AC009009.1","MIR4477A"
"AC009009.1","MIR4477B"
"AC009009.1","MIR4537"
"AC009009.1","MIR4538"
"AC009009.1","MIR4539"
"AC009009.1","MIR4701"
"AC009009.1","MIR491"
"AC009009.1","MIR503"
"AC009009.1","MIR616"
"AC009009.1","MIR641"
"AC009009.1","MIR642A"
"AC009009.1","MIR661"
"AC009009.1","MIR663B"
"AC009009.1","MIR6757"
"AC009009.1","MIR93"
"AC009009.1","MT-TK"
"AC009009.1","MT-TM"
"AC009009.1","PPBP"
"AC009009.1","RNA5SP108"
"AC009009.1","RNA5SP283"
"AC009009.1","RNA5SP298"
"AC009009.1","RNA5SP333"
"AC009009.1","RNA5SP334"
"AC009009.1","RNA5SP69"
"AC009009.1","RNU1-72P"
"AC009009.1","RNU6-1053P"
"AC009009.1","RNU6-1095P"
"AC009009.1","RNU6-1161P"
"AC009009.1","RNU6-118P"
"AC009009.1","RNU6-1206P"
"AC009009.1","RNU6-130P"
"AC009009.1","RNU6-199P"
"AC009009.1","RNU6-216P"
"AC009009.1","RNU6-277P"
"AC009009.1","RNU6-312P"
"AC009009.1","RNU6-341P"
"AC009009.1","RNU6-510P"
"AC009009.1","RNU6-548P"
"AC009009.1","RNU6-564P"
"AC009009.1","RNU6-638P"
"AC009009.1","RNY1P11"
"AC009009.1","RNY4P25"
"AC009009.1","RP11-345J4.6"
"AC009009.1","RP11-434C1.2"
"AC009009.1","RP11-44K6.2"
"AC009009.1","RP11-625L16.3"
"AC009009.1","RP11-87N24.3"
"AC009009.1","RPL39P3"
"AC009009.1","S100A7"
"AC009009.1","SAA2-SAA4"
"AC009009.1","SAA4"
"AC009009.1","SERPINB3"
"AC009009.1","SERPINB4"
"AC009009.1","SLCO1B3"
"AC009009.1","SNORA14"
"AC009009.1","SNORA26"
"AC009009.1","SNORA63"
"AC009009.1","SNORD12B"
"AC009009.1","SNORD14A"
"AC009009.1","SNORD14E"
"AC009009.1","SNORD19"
"AC009009.1","SNORD60"
"AC009009.1","SNORD67"
"AC009009.1","SNORD6"
"AC009009.1","SNORD78"
"AC009009.1","SNORD89"
"AC009009.1","SNORD99"
"AC009009.1","SPRR1A"
"AC009009.1","SPRR1B"
"AC009009.1","SPRR2A"
"AC009009.1","SPRR2D"
"AC009009.1","SPRR3"
"AC009009.1","TRBJ1-4"
"AC009009.1","TRBJ1-5"
"AC009009.1","TRBJ2-2"
"AC009009.1","TRBJ2-6"
"AC009009.1","Y"
"AC009009.1","Z98750.1"
"AC009009.1","snoMe28S-Am2634"
"AC009060.1","AC011073.1"
"AC009060.1","AC011498.1"
"AC009060.1","AC019198.1"
"AC009060.1","AC025918.1"
"AC009060.1","AC073127.1"
"AC009060.1","AC130462.1"
"AC009060.1","AL358354.1"
"AC009060.1","AL359753.1"
"AC009060.1","AL589947.1"
"AC009060.1","AL590431.1"
"AC009060.1","AL591708.1"
"AC009060.1","AL713999.1"
"AC009060.1","Clostridiales-1"
"AC009060.1","IGHD3-22"
"AC009060.1","IGHJ2P"
"AC009060.1","MIR126"
"AC009060.1","MIR24-2"
"AC009060.1","MIR3176"
"AC009060.1","MIR324"
"AC009060.1","MIR4516"
"AC009060.1","MIR4538"
"AC009060.1","MIR4701"
"AC009060.1","MIR641"
"AC009060.1","MIR642A"
"AC009060.1","RNA5SP108"
"AC009060.1","RNA5SP82"
"AC009060.1","RNA5SP86"
"AC009060.1","RNU6-1161P"
"AC009060.1","RNU6-118P"
"AC009060.1","RNU6-312P"
"AC009060.1","RNU6-646P"
"AC009060.1","RNY1P11"
"AC009060.1","RP11-345J4.6"
"AC009060.1","SNORA31"
"AC009060.1","SNORD127"
"AC009060.1","SNORD12B"
"AC009060.1","SNORD14A"
"AC009060.1","SNORD19"
"AC009060.1","SNORD60"
"AC009060.1","SNORD6"
"AC009060.1","SNORD78"
"AC009060.1","SNORD99"
"AC009948.5","ADGRF5"
"AC009948.5","ALDH1L2"
"AC009948.5","ANKRD36BP2"
"AC009948.5","ATM"
"AC009948.5","CARD6"
"AC009948.5","CASC15"
"AC009948.5","CCDC88A"
"AC009948.5","CD34"
"AC009948.5","CFAP54"
"AC009948.5","COL4A4"
"AC009948.5","COL5A2"
"AC009948.5","CSGALNACT2"
"AC009948.5","CSPG4P12"
"AC009948.5","CTBP1-AS"
"AC009948.5","CYSLTR1"
"AC009948.5","DISC1"
"AC009948.5","DMTF1"
"AC009948.5","FENDRR"
"AC009948.5","HNRNPU-AS1"
"AC009948.5","IGDCC4"
"AC009948.5","IKZF4"
"AC009948.5","IRAK3"
"AC009948.5","LINC01001"
"AC009948.5","LRRK2"
"AC009948.5","MACF1"
"AC009948.5","MAGI2-AS3"
"AC009948.5","MDM4"
"AC009948.5","NAIP"
"AC009948.5","NBPF8"
"AC009948.5","NKTR"
"AC009948.5","OGT"
"AC009948.5","PIAS3"
"AC009948.5","PLEKHH2"
"AC009948.5","RNF213"
"AC009948.5","RP3-368A4.5"
"AC009948.5","RP3-368A4.6"
"AC009948.5","SFMBT2"
"AC009948.5","SGTB"
"AC009948.5","SHANK3"
"AC009948.5","SLX4"
"AC009948.5","SNED1"
"AC009948.5","STARD8"
"AC009948.5","STARD9"
"AC009948.5","TRAF5"
"AC009948.5","TRERF1"
"AC009948.5","UHRF2"
"AC009948.5","VPS13C"
"AC009948.5","ZCCHC11"
"AC009948.5","ZNF154"
"AC009948.5","ZNF532"
"AC009950.2","AC159540.1"
"AC009950.2","ATM"
"AC009950.2","CD84"
"AC009950.2","CEP164"
"AC009950.2","CLCN6"
"AC009950.2","COL4A4"
"AC009950.2","DENND3"
"AC009950.2","DENND4B"
"AC009950.2","FCHSD1"
"AC009950.2","FGD2"
"AC009950.2","FNBP4"
"AC009950.2","GAB3"
"AC009950.2","GSAP"
"AC009950.2","INPP4A"
"AC009950.2","IRAK3"
"AC009950.2","LA16c-390E6.4"
"AC009950.2","LRRK2"
"AC009950.2","MAPK8IP3"
"AC009950.2","MLLT11"
"AC009950.2","MYO1F"
"AC009950.2","NBPF8"
"AC009950.2","NCKAP5L"
"AC009950.2","NKTR"
"AC009950.2","OGT"
"AC009950.2","PBX2"
"AC009950.2","PHC1"
"AC009950.2","PIK3R5"
"AC009950.2","RHBDF2"
"AC009950.2","S100PBP"
"AC009950.2","SH3BP5-AS1"
"AC009950.2","SIN3B"
"AC009950.2","SLC25A37"
"AC009950.2","SPATS2"
"AC009950.2","STAT2"
"AC009950.2","TRAF5"
"AC009950.2","TRIM22"
"AC009950.2","ZBTB40"
"AC009977.1","AL160269.1"
"AC009977.1","RNU6-1016P"
"AC010139.1","AC026318.1"
"AC010139.1","AC026992.1"
"AC010139.1","AC111194.1"
"AC010139.1","AC132192.1"
"AC010139.1","AC253576.2"
"AC010139.1","AL133167.1"
"AC010139.1","AL138885.1"
"AC010139.1","AL357936.1"
"AC010139.1","AP002967.1"
"AC010139.1","MIR1254-1"
"AC010139.1","MIR4436B1"
"AC010139.1","MIR4436B2"
"AC010139.1","MIR635"
"AC010139.1","MIR647"
"AC010139.1","MIRLET7D"
"AC010139.1","RNA5SP311"
"AC010139.1","RNA5SP317"
"AC010139.1","SNORA16B"
"AC010139.1","SNORA41"
"AC010139.1","SNORA55"
"AC010139.1","SNORD46"
"AC010139.1","SNORD59A"
"AC010139.1","SNORD69"
"AC010139.1","SNORD83A"
"AC010297.1","AC074338.4"
"AC010297.1","AC093304.1"
"AC010297.1","SNORA25"
"AC010884.2","AC011073.1"
"AC010884.2","AC011453.1"
"AC010884.2","AC011456.1"
"AC010884.2","AC015883.1"
"AC010884.2","AC015923.2"
"AC010884.2","AC018688.1"
"AC010884.2","AC020915.1"
"AC010884.2","AC021613.1"
"AC010884.2","AC022395.1"
"AC010884.2","AC024571.1"
"AC010884.2","AC025594.1"
"AC010884.2","AC025674.1"
"AC010884.2","AC025918.1"
"AC010884.2","AC055873.1"
"AC010884.2","AC073127.1"
"AC010884.2","AC073973.1"
"AC010884.2","AC087884.1"
"AC010884.2","AC091042.1"
"AC010884.2","AC092925.1"
"AC010884.2","AC099539.1"
"AC010884.2","AC099805.1"
"AC010884.2","AC103563.5"
"AC010884.2","AC104986.1"
"AC010884.2","AC108004.1"
"AC010884.2","AC110813.1"
"AC010884.2","AC111194.1"
"AC010884.2","AC112693.1"
"AC010884.2","AC118282.2"
"AC010884.2","AC119751.2"
"AC010884.2","AC132192.1"
"AC010884.2","AC239868.2"
"AC010884.2","AC239868.3"
"AC010884.2","AC244205.1"
"AC010884.2","AC244250.3"
"AC010884.2","AC245028.1"
"AC010884.2","AC246787.1"
"AC010884.2","AC246787.3"
"AC010884.2","AC246787.4"
"AC010884.2","AC246787.5"
"AC010884.2","AL021394.1"
"AC010884.2","AL021398.2"
"AC010884.2","AL022326.1"
"AC010884.2","AL031768.1"
"AC010884.2","AL035422.1"
"AC010884.2","AL109843.1"
"AC010884.2","AL118509.1"
"AC010884.2","AL133405.1"
"AC010884.2","AL136137.1"
"AC010884.2","AL136231.1"
"AC010884.2","AL138898.1"
"AC010884.2","AL139383.1"
"AC010884.2","AL161626.1"
"AC010884.2","AL162151.3"
"AC010884.2","AL354806.1"
"AC010884.2","AL356137.1"
"AC010884.2","AL357936.1"
"AC010884.2","AL358354.1"
"AC010884.2","AL359753.1"
"AC010884.2","AL359955.1"
"AC010884.2","AL365181.1"
"AC010884.2","AL391380.1"
"AC010884.2","AL442127.1"
"AC010884.2","AL512506.1"
"AC010884.2","AL589947.1"
"AC010884.2","AL589988.1"
"AC010884.2","AL590431.1"
"AC010884.2","AL591708.1"
"AC010884.2","AL713999.1"
"AC010884.2","AL901608.1"
"AC010884.2","AL928742.1"
"AC010884.2","AP000887.1"
"AC010884.2","AP002022.1"
"AC010884.2","ARMC2-AS1"
"AC010884.2","BX088702.1"
"AC010884.2","CR392039.1"
"AC010884.2","CU463998.1"
"AC010884.2","CU463998.2"
"AC010884.2","DEFB4A"
"AC010884.2","FO203515.1"
"AC010884.2","FP236383.7"
"AC010884.2","FP236383.8"
"AC010884.2","FP325318.1"
"AC010884.2","FP671120.2"
"AC010884.2","HLA-N"
"AC010884.2","IGHD2-15"
"AC010884.2","IGHD2-8"
"AC010884.2","IGHD3-16"
"AC010884.2","IGHJ1"
"AC010884.2","IGHJ2P"
"AC010884.2","IGHJ2"
"AC010884.2","IGHJ3P"
"AC010884.2","IGHJ3"
"AC010884.2","IGHJ4"
"AC010884.2","IGHJ5"
"AC010884.2","IGHJ6"
"AC010884.2","IGKJ1"
"AC010884.2","IGKJ3"
"AC010884.2","IGKJ4"
"AC010884.2","IGKJ5"
"AC010884.2","IGLJ1"
"AC010884.2","IGLJ6"
"AC010884.2","KLK6"
"AC010884.2","KLK8"
"AC010884.2","MIR1180"
"AC010884.2","MIR1249"
"AC010884.2","MIR1254-1"
"AC010884.2","MIR1255B2"
"AC010884.2","MIR126"
"AC010884.2","MIR143"
"AC010884.2","MIR181B1"
"AC010884.2","MIR203A"
"AC010884.2","MIR23A"
"AC010884.2","MIR23B"
"AC010884.2","MIR24-2"
"AC010884.2","MIR25"
"AC010884.2","MIR27B"
"AC010884.2","MIR30C2"
"AC010884.2","MIR3138"
"AC010884.2","MIR3164"
"AC010884.2","MIR3176"
"AC010884.2","MIR3197"
"AC010884.2","MIR324"
"AC010884.2","MIR3657"
"AC010884.2","MIR3682"
"AC010884.2","MIR3687-1"
"AC010884.2","MIR3687-2"
"AC010884.2","MIR374B"
"AC010884.2","MIR378G"
"AC010884.2","MIR378J"
"AC010884.2","MIR3909"
"AC010884.2","MIR4257"
"AC010884.2","MIR4436A"
"AC010884.2","MIR4477A"
"AC010884.2","MIR4477B"
"AC010884.2","MIR4489"
"AC010884.2","MIR4537"
"AC010884.2","MIR4538"
"AC010884.2","MIR4539"
"AC010884.2","MIR4701"
"AC010884.2","MIR491"
"AC010884.2","MIR503"
"AC010884.2","MIR589"
"AC010884.2","MIR616"
"AC010884.2","MIR641"
"AC010884.2","MIR642A"
"AC010884.2","MIR645"
"AC010884.2","MIR657"
"AC010884.2","MIR661"
"AC010884.2","MIR663B"
"AC010884.2","MIR6757"
"AC010884.2","MIR6774"
"AC010884.2","MIR93"
"AC010884.2","MT-TK"
"AC010884.2","MT-TM"
"AC010884.2","MT-TR"
"AC010884.2","RNA5SP108"
"AC010884.2","RNA5SP195"
"AC010884.2","RNA5SP283"
"AC010884.2","RNA5SP298"
"AC010884.2","RNA5SP323"
"AC010884.2","RNA5SP333"
"AC010884.2","RNA5SP334"
"AC010884.2","RNA5SP69"
"AC010884.2","RNU1-72P"
"AC010884.2","RNU5F-1"
"AC010884.2","RNU6-1053P"
"AC010884.2","RNU6-1095P"
"AC010884.2","RNU6-1160P"
"AC010884.2","RNU6-1161P"
"AC010884.2","RNU6-118P"
"AC010884.2","RNU6-1206P"
"AC010884.2","RNU6-122P"
"AC010884.2","RNU6-125P"
"AC010884.2","RNU6-130P"
"AC010884.2","RNU6-199P"
"AC010884.2","RNU6-216P"
"AC010884.2","RNU6-277P"
"AC010884.2","RNU6-312P"
"AC010884.2","RNU6-341P"
"AC010884.2","RNU6-407P"
"AC010884.2","RNU6-510P"
"AC010884.2","RNU6-548P"
"AC010884.2","RNU6-564P"
"AC010884.2","RNU6-638P"
"AC010884.2","RNU6-890P"
"AC010884.2","RNU6-908P"
"AC010884.2","RNU7-40P"
"AC010884.2","RNY1P11"
"AC010884.2","RNY4P25"
"AC010884.2","RP11-248B24.5"
"AC010884.2","RP11-345J4.6"
"AC010884.2","RP11-434C1.2"
"AC010884.2","RP11-44K6.2"
"AC010884.2","RP11-625L16.3"
"AC010884.2","RP11-87N24.3"
"AC010884.2","RP11-927P21.4"
"AC010884.2","RPL39P3"
"AC010884.2","SAA2-SAA4"
"AC010884.2","SAA4"
"AC010884.2","SERPINB3"
"AC010884.2","SERPINB4"
"AC010884.2","SLCO1B3"
"AC010884.2","SNORA14"
"AC010884.2","SNORA26"
"AC010884.2","SNORA27"
"AC010884.2","SNORA3"
"AC010884.2","SNORA41"
"AC010884.2","SNORA63"
"AC010884.2","SNORD104"
"AC010884.2","SNORD117"
"AC010884.2","SNORD11"
"AC010884.2","SNORD12B"
"AC010884.2","SNORD14A"
"AC010884.2","SNORD14E"
"AC010884.2","SNORD19"
"AC010884.2","SNORD36C"
"AC010884.2","SNORD46"
"AC010884.2","SNORD59A"
"AC010884.2","SNORD60"
"AC010884.2","SNORD67"
"AC010884.2","SNORD6"
"AC010884.2","SNORD78"
"AC010884.2","SNORD89"
"AC010884.2","SNORD99"
"AC010884.2","SPRR1A"
"AC010884.2","SPRR1B"
"AC010884.2","SPRR2A"
"AC010884.2","SPRR2D"
"AC010884.2","SPRR3"
"AC010884.2","TRBJ1-4"
"AC010884.2","TRBJ1-5"
"AC010884.2","TRBJ2-2P"
"AC010884.2","TRBJ2-2"
"AC010884.2","TRBJ2-6"
"AC010884.2","Y"
"AC010884.2","Z93241.1"
"AC010884.2","Z98750.1"
"AC010884.2","snoMe28S-Am2634"
"AC010970.2","CH507-513H4.3"
"AC010970.2","CH507-513H4.4"
"AC010970.2","CH507-513H4.6"
"AC011073.1","AC011456.1"
"AC011073.1","AC011498.1"
"AC011073.1","AC015883.1"
"AC011073.1","AC015923.2"
"AC011073.1","AC018688.1"
"AC011073.1","AC019330.2"
"AC011073.1","AC020915.1"
"AC011073.1","AC021613.1"
"AC011073.1","AC022395.1"
"AC011073.1","AC025594.1"
"AC011073.1","AC025674.1"
"AC011073.1","AC025918.1"
"AC011073.1","AC026992.1"
"AC011073.1","AC055873.1"
"AC011073.1","AC073127.1"
"AC011073.1","AC073973.1"
"AC011073.1","AC074191.1"
"AC011073.1","AC087884.1"
