"","logFC","logCPM","LR","PValue","FDR"
"RP11-567G24.3",-1.41665767795573,-5.11291758738221,89.5215700023326,3.03313370915848e-21,1.84522990846976e-19
"RPL34P29",-1.45001380293114,-5.63877322277126,88.5322910337381,5.00117848412666e-21,2.96844796759664e-19
"LOXL2",1.01618402140812,3.93906185130397,88.1129911541356,6.18202736568178e-21,3.61435534015145e-19
"RP11-218I7.2",-1.52741988335578,-2.59370720478731,87.8615877774761,7.01987790648088e-21,4.07166833100978e-19
"ZDHHC22",-1.02263488175279,-4.78920595158745,87.687626376424,7.66524204922777e-21,4.42406928687382e-19
"RP11-644A7.2",-1.16872536609742,-4.05111590847997,87.6454396940643,7.83048806177231e-21,4.49858541966016e-19
"ZC3H12A",1.18664727881997,5.42845004636921,87.5017840093089,8.42038152233559e-21,4.79838761648654e-19
"LAX1",1.14794186501864,2.81216336825759,87.4523662411183,8.63341696438763e-21,4.91500091851967e-19
"TIMP1",1.01500714830119,7.98494295407608,86.8359964373092,1.17903914112672e-20,6.54668754224858e-19
"PDZK1IP1",1.19489020299512,7.80683616906922,86.7010294518311,1.26231089002287e-20,6.96938514412249e-19
"BCL2A1",1.13016793850552,3.87475393614116,86.6757998714154,1.27851750984104e-20,7.03894249726596e-19
"LINC00940",-1.00709213185035,-1.46382998535439,86.4909135110802,1.40380824988596e-20,7.69255374684702e-19
"SPAG4",1.03567320857096,3.35341922494816,86.2593642668583,1.57818323850174e-20,8.60779085275637e-19
"CTHRC1",1.08310612039615,2.25707860213249,86.1942644402037,1.63100021285836e-20,8.87106472651699e-19
"RP11-76C10.5",-1.17834415610636,-3.99443060490661,85.9429954046942,1.85198043640071e-20,1.00078765521621e-18
"FOXP3",1.0189038987992,1.17455371069833,85.8384078247849,1.95256674760793e-20,1.05319830725352e-18
"SLC4A11",1.1630241620358,0.288237261541425,85.7320771572516,2.06043309021731e-20,1.10526843420603e-18
"MIR6133",-1.96481039068488,-4.56585724148267,85.7278603463035,2.06483156154115e-20,1.10560111900855e-18
"IGLC2",1.09324659353785,13.5951374288147,85.1717076581014,2.73548080345147e-20,1.43708508564806e-18
"PLEKHS1",1.0103327450553,2.40178679926981,84.8425843774861,3.23090291733754e-20,1.68225411329415e-18
"GBP1",1.03468886851812,5.42801337746671,84.396479681103,4.04868050706152e-20,2.07846471925674e-18
"IL23A",1.29817813938712,1.56000228003827,84.2894160138678,4.27397080025837e-20,2.18644988736294e-18
"GAGE2E",-1.60023640000719,-5.04171152649183,84.0831188162962,4.74404264525786e-20,2.41216639245066e-18
"RP6-159A1.4",1.04473952113125,2.19004302098489,83.8383718828879,5.36924773176068e-20,2.71355659977169e-18
"FCN1",1.42815735394836,2.87188503248335,83.7075850410507,5.73647105868707e-20,2.89165574710251e-18
"RNF183",1.31582277712127,1.51968308041081,83.5417664984612,6.23839247431686e-20,3.13386850787056e-18
"ADGRG3",1.48034535740037,1.71139865073424,83.530224559254,6.27492180292141e-20,3.14791619339094e-18
"AC007182.6",-1.04118398064899,-0.883756524151698,83.5295340438175,6.27711400055914e-20,3.14791619339094e-18
"LINC00955",-1.38567100307074,-2.34483824012868,83.0169727264193,8.13518712971796e-20,4.01436502175054e-18
"FCF1P4",-1.69152162056895,-4.97250242113173,82.965011758304,8.35186738868722e-20,4.10398561759472e-18
"NOVA1-AS1",-1.06130520965221,-0.24367460382813,82.8708053022202,8.75954103149724e-20,4.29709454591236e-18
"GPR119",-1.24385740002544,-2.34279792028471,82.3670295319569,1.13023480834105e-19,5.44410386200424e-18
"HTR3C",-1.11341863216456,-2.91669526014799,82.1196100929783,1.28095357810521e-19,6.11472489437432e-18
"IGHV1-3",1.13386806670231,9.17702578666941,82.0916758159772,1.29918626951556e-19,6.18662141880625e-18
"BGN",1.1645298423877,4.94181184231883,82.0475776857605,1.32849891482785e-19,6.3108011762488e-18
"RP5-875H18.4",-1.39252125999348,-1.74951151141527,81.910100536952,1.42419597426589e-19,6.73804730783646e-18
"RGS5",1.01048959476274,5.36379775889744,81.4298722220822,1.81592266908405e-19,8.42783967370933e-18
"CCL11",1.39691928675023,4.11206590571195,81.3661430390403,1.87543508579502e-19,8.68338314565409e-18
"RP11-418I22.2",-1.27747323292027,-4.68021158899768,80.9470746653486,2.31844497945773e-19,1.06419352139439e-17
"CLDN18",1.10268820193602,-1.62449495367374,80.940607713407,2.32604450015324e-19,1.06684504958439e-17
"CNTNAP5",-1.14276919805942,-5.37451456347614,80.6616109573619,2.67875919578515e-19,1.22191506760818e-17
"LILRB3",1.08156439026061,3.05574346169757,80.6493767867835,2.69539525096468e-19,1.22854604102381e-17
"VNN2",1.02007067338115,3.16338411875645,80.4365134857484,3.00196474503626e-19,1.35875471568834e-17
"MDFI",1.25436418281885,2.11549110714009,80.2006490749383,3.38256070352663e-19,1.51810569488644e-17
"CYCSP27",-1.30269643064612,-5.53612429201259,79.8484235396836,4.04262681843865e-19,1.79235372668412e-17
"CPXM1",1.21314664234303,2.49073014333934,79.8063625253549,4.12960771754578e-19,1.82676615314928e-17
"TGM2",1.19165808382329,5.55129317498661,79.5936495045507,4.59901352581079e-19,2.02370426755301e-17
"SLC7A11",1.07036738976269,1.41055862103105,79.478799918347,4.87427565297639e-19,2.13519542151789e-17
"ANGPT2",1.07853995600746,1.06880098824981,79.4289072960588,4.99893227943973e-19,2.1865284956796e-17
"PF4",1.02561300156716,2.04417114713299,79.4064083200149,5.05618437067532e-19,2.20662292400748e-17
"RP11-754N21.1",-1.46352858924105,-5.16633121333937,79.3746411842305,5.13813929691595e-19,2.24071880933464e-17
"ERO1A",1.02977235355314,5.80560992155008,79.294382987959,5.35116296564544e-19,2.32150823870596e-17
"IGLV2-11",1.03055906265052,10.1097851813905,79.0694226480261,5.99652904764216e-19,2.58424790857297e-17
"FCGR3A",1.2077344337469,4.23202881433567,79.0594717747326,6.02680895435837e-19,2.59347770032992e-17
"ARHGEF19-AS1",-1.23365166492977,-5.40310916825392,79.0491984309951,6.05823058918464e-19,2.60317097651573e-17
"SNORD114-11",-1.38337228614667,-5.47360959865819,78.9869637806785,6.25211315394066e-19,2.68057633861702e-17
"IGHV7-81",1.00435685375395,3.60238906765768,78.741120659528,7.08062720988427e-19,2.99628797419571e-17
"RPS23P7",-1.50493152423229,-3.13530658430632,78.4631340008422,8.15052030333456e-19,3.43166223188742e-17
"TDO2",1.16723755565205,2.86673556543306,78.2603438949797,9.03169141147605e-19,3.78632312439273e-17
"IGKV4-1",1.06210124085688,10.3932306597301,78.2457577964674,9.09862829206663e-19,3.81165441778745e-17
"CSF2",1.55946455895958,0.0907329718152651,78.2372125946925,9.13807325440604e-19,3.82544062332517e-17
"IGLV1-47",1.16218170094905,9.58649057426404,78.1982599320436,9.32005843085541e-19,3.8932698044781e-17
"RP11-313E4.1",-1.56289313963266,-2.91802686718437,77.8983061771729,1.08484370074362e-18,4.471083995938e-17
"HAPLN3",1.15613846124321,3.16206642377337,77.8673362411657,1.10198699366525e-18,4.53854235167244e-17
"ALPL",1.32097188083474,2.80808410992177,77.7975693449457,1.14160561198436e-18,4.68522628581858e-17
"CTC-537E7.2",-1.55910882617068,-2.46315300266977,77.6126129391654,1.25366993261886e-18,5.11287659488403e-17
"ICAM1",1.00430860259608,4.46041352589869,77.5602281640374,1.2873643440092e-18,5.23934011604966e-17
"RP11-575I8.1",-1.07729313489648,-4.16934776779919,77.1919231185683,1.5512663498761e-18,6.23532361676845e-17
"SNORA5",-2.46061062233486,-3.33008287414731,77.1675529618357,1.57052617426721e-18,6.29975831547735e-17
"RP11-468N14.3",-1.90499476318821,-4.45279250031075,77.1391723139914,1.59325719061581e-18,6.38218917341543e-17
"B3GALT5-AS1",-1.08571777742378,4.0269021346461,76.8877485849766,1.80956194356936e-18,7.20427232554104e-17
"C2CD4B",1.05525212609849,2.01098260235279,76.7677760584562,1.922896670452e-18,7.62436346487351e-17
"IGHG3",1.74522620032384,10.2836545791041,76.4669370067902,2.23930897389877e-18,8.82513928541761e-17
"DRD5",1.93154754006337,-3.87272115116192,76.292617046813,2.445966523416e-18,9.58150902385527e-17
"KYNU",1.1939410379583,2.9325582105144,76.2865389707358,2.45350654145389e-18,9.60461651050485e-17
"TNFRSF10C",1.32186008138795,1.72984743833559,76.1545137383279,2.62314917050464e-18,1.02276603633986e-16
"SNPH",1.05619171276643,1.71764357885291,76.1448892261657,2.63596531936106e-18,1.02707879061442e-16
"GPR4",1.07063732873514,0.656781974507519,76.0092819510606,2.82334491816959e-18,1.09498633526148e-16
"IGLV1-44",1.23206232467541,10.1625308675516,75.1265149417704,4.41497215095514e-18,1.67889428305717e-16
"IGHV3-38",1.03166948466029,3.61349270784728,75.0964216085752,4.48278052677501e-18,1.70246753763128e-16
"CXCR2P1",1.13600234159578,1.35316881553303,75.0161682823486,4.66875019267004e-18,1.76736051924852e-16
"IGLV3-21",1.26698547868706,9.54251563483967,74.7383369093627,5.37423269304373e-18,2.02004877410206e-16
"IGHV3-21",1.17651225300035,10.2993231793295,74.4579261793033,6.19444759679321e-18,2.31792743705068e-16
"GPR84",1.32950138786457,0.600974273376715,74.381929344776,6.43755926611292e-18,2.39969247445855e-16
"GJA5",1.10942267768834,0.320572800229669,74.3315122887817,6.60408542965497e-18,2.45863546873491e-16
"RP11-424E7.5",-1.33104351239729,-5.51997741444947,73.9799215412957,7.89156491667311e-18,2.91569409837991e-16
"IGLV2-23",1.04327627111087,9.58246006715844,73.8450558283093,8.44957785469099e-18,3.11203961213301e-16
"CTD-2231E14.4",-1.42291658090535,-2.92042574613853,73.6436561358815,9.35720943231884e-18,3.43121130837737e-16
"RP11-292E2.2",-1.25479833408899,1.09534495652867,73.5048409588101,1.00389648704375e-17,3.6605354334645e-16
"GPC5",-1.16790870845287,-1.76511576154815,73.2524782835669,1.14081838360813e-17,4.13407152212275e-16
"IGHV4-59",1.14735427843113,10.2866472244457,72.9982670571985,1.2976372443463e-17,4.65336532402714e-16
"CD55",1.29580182174098,6.80734463807454,72.9569501960076,1.32508862215918e-17,4.74308786074885e-16
"DOC2B",1.25315714169802,2.50703391097897,72.6563595356677,1.54308833278517e-17,5.45336362245889e-16
"RP11-759L5.2",-1.23904708828353,-4.23994596991172,72.6325511302437,1.56181664883232e-17,5.5162195266302e-16
"GZMB",1.15793861047141,2.80549706030348,72.5888155363131,1.5968147256168e-17,5.63303104291727e-16
"CPZ",1.30012371803188,1.80589112696249,72.4367815845517,1.72469297459095e-17,6.05131484682017e-16
"IGFBP5",1.09836300574952,5.51921927614679,72.3358132961688,1.81523068876026e-17,6.3499438630607e-16
"FCAR",1.53640082393331,0.46572244633877,72.3178367529422,1.83184175656652e-17,6.40422383281355e-16
"IGKV1-5",1.15115468113,10.592663068729,72.1543600194723,1.99005532440807e-17,6.92533014479562e-16
"SLC4A9",-1.04297123710439,-3.06278559171573,72.1006621936769,2.04495119468185e-17,7.09838218965364e-16
"IGLV2-14",1.10469726750937,11.3303962009773,71.8486657131534,2.32350584239063e-17,8.00829540165308e-16
"IL1RN",1.31481771153989,4.53680272914219,71.3848141436668,2.93925664612582e-17,1.00301490354442e-15
"PLAU",1.23413655435079,5.37406433934066,71.2027674300948,3.22335668884967e-17,1.09295322629339e-15
"AC019330.1",-1.23703861389445,-0.96599567483409,71.1484009702012,3.31341164578417e-17,1.11895039329413e-15
"IL1A",1.35925099705605,0.888150014249787,71.1382928070155,3.33043065019044e-17,1.12340128744522e-15
"SLC6A15",-1.09482015967361,-3.20710992159896,71.0769829647087,3.43554747995696e-17,1.15685834704834e-15
"AC105402.2",-1.10063901479066,-1.71240667923413,71.0420393031371,3.49693728657288e-17,1.17617676873213e-15
"CD1B",1.29628829203057,-0.0655372772802531,70.8933611432167,3.77064652229402e-17,1.26460353622198e-15
"RPL7P5",-1.26966009899721,-4.72286793716932,70.1519265025236,5.4908390025217e-17,1.80632862160528e-15
"RP5-875H18.10",-1.075454093537,-1.31757892934436,69.8142053402181,6.5161912531393e-17,2.11627956103621e-15
"CREB3L3",-1.04287150254972,0.309343919136773,69.6866803122913,6.95139388841705e-17,2.24764296091558e-15
"AC093106.5",-1.21775276082482,-3.86011057060026,69.6703170437281,7.00930184459663e-17,2.26386523815217e-15
"AC010145.4",1.15209655892024,-1.28519453665655,69.6164699939926,7.20328979990594e-17,2.32139500137497e-15
"TACSTD2",1.22704005849256,0.77244165120767,69.4735699299312,7.7445366157533e-17,2.47672820164123e-15
"LYPD5",1.14130550287091,1.80767595753348,69.4585489764901,7.80374171788855e-17,2.49429918240147e-15
"PLEKHN1",1.03151429519417,0.343525095095112,69.181610477527,8.98014694738323e-17,2.84390757547974e-15
"ADGRE2",1.07089281988377,2.22722161124523,69.1380910958435,9.18050361348736e-17,2.90421509986883e-15
"IGLV6-57",1.1461132742941,8.05321556829716,69.0490112865466,9.60466735137683e-17,3.0285751728016e-15
"IGHV4-28",1.00697355204255,6.80353240370411,69.0242020037695,9.72625200617932e-17,3.06526210236747e-15
"RNU1-74P",-1.7478847304475,-4.66910110817186,68.9941895832144,9.87539585103631e-17,3.1072455203551e-15
"RP5-837J1.1",-1.37261026440933,-1.49033684202451,68.978032494512,9.9566321040233e-17,3.13112271496969e-15
"SFT2D3",-1.41219754709168,-4.83575774760103,68.9281230348552,1.02118182640849e-16,3.20620414209926e-15
"MMP9",1.07445306946193,5.17156558067162,68.5708612280192,1.22399389291936e-16,3.80016013735875e-15
"CH17-224D4.2",1.06229017829902,8.71652041384266,68.4977738309291,1.2702091569924e-16,3.93529490226698e-15
"PGLYRP1",1.33526049431461,-0.596390493924419,68.4016533915253,1.33365695950312e-16,4.12313470142422e-15
"LINC01214",-1.44329050408948,-2.11350702612557,68.3840225337053,1.34563438781719e-16,4.15577345185295e-15
"IGLV3-25",1.13723665256527,9.83663535866351,68.3157818334065,1.39301641202453e-16,4.2907838156486e-15
"ANXA1",1.08010080039329,6.85984177837036,68.2667174536095,1.42811168497818e-16,4.39194998695024e-15
"BHLHA15",1.06512680961595,2.94735929013872,68.2490003919306,1.44100074233748e-16,4.42461319226437e-15
"NFE2",1.46329887544903,0.318618229125814,68.1601487068141,1.50741641614401e-16,4.6164331940561e-15
"IGHV1OR15-9",1.17294242138051,4.11916811641909,68.1397923588552,1.52305872850866e-16,4.65870047793102e-15
"CLEC4E",1.37508150988516,2.21558674903723,67.9695923319263,1.66036391822075e-16,5.05047494542365e-15
"FFAR3",1.1983045397991,-1.46096264802306,67.9342467928982,1.69039547056045e-16,5.13648517752231e-15
"ACKR4",1.13282232505102,0.582320132893705,67.8190612667702,1.79208621892023e-16,5.43138549332406e-15
"MIR7706",-1.16723573100043,-5.67473061007777,67.438020172756,2.174155681301e-16,6.52514292781846e-15
"RP11-459O16.9",-1.46158207225653,-3.19149409438906,67.2002602946924,2.45281736699471e-16,7.30527651837142e-15
"RGS16",1.00076515329351,1.53064861962231,67.1970429933126,2.45682344848838e-16,7.31348603760601e-15
"RP11-538P18.1",-1.49702366259072,-3.29423095282524,67.0703710947579,2.61986397508165e-16,7.75935826304042e-15
"AP001046.5",1.10080531369473,-0.901438758426503,67.0632205019777,2.62938379875067e-16,7.78361443794052e-15
"AGT",1.29124774466458,3.35374381375216,66.9639146773112,2.76522705507632e-16,8.16921495059498e-15
"IGHV3-43",1.22517724046353,7.96159300169543,66.909025242349,2.84330200218062e-16,8.38716766006144e-15
"FJX1",1.01832293313904,0.507012665813996,66.8753178577276,2.89233656174671e-16,8.52321777138291e-15
"RP11-807H22.5",-1.09625434159449,-3.01477475510077,66.8402702078881,2.94421813796861e-16,8.66301771274384e-15
"MIR34A",-1.17744212540244,-5.6456008605562,66.7697266756888,3.05148483213758e-16,8.9626336253974e-15
"RP11-1070N10.3",1.08299337749702,0.198099530764179,66.4798969164397,3.53480241107263e-16,1.02259404995361e-14
"AC007403.2",-1.19559390845599,-5.3763614406979,66.2881587055123,3.89592102887588e-16,1.11958844898583e-14
"CH17-212P11.4",1.12445056875227,7.30547655166068,66.1978061706336,4.07866273300554e-16,1.16757898231743e-14
"RP11-678G14.3",-1.09345700629512,-0.678535669560253,66.0398475670315,4.4189818247162e-16,1.25725081336748e-14
"ADGRE3",1.1722346791713,0.357247842295177,65.9974592157361,4.51504638625623e-16,1.28271152771485e-14
"CTB-61M7.2",1.47304785022072,0.332339784967657,65.9643651197072,4.59149744540983e-16,1.30379813922933e-14
"LGALS12",1.17117264249829,-1.04612951132737,65.8676430179103,4.82244085395493e-16,1.36606257762274e-14
"RP11-502F1.2",-1.56946565179099,-4.28098810337064,65.8599156705867,4.84138519443026e-16,1.37076549162475e-14
"ZBP1",1.26211038553468,4.3442853909878,65.8150766457093,4.95279112439591e-16,1.40095286497896e-14
"AC002127.2",-1.09847588723938,-5.73326611448887,65.8060714559427,4.97547257847186e-16,1.40600945042244e-14
"SLC11A1",1.36641581615577,2.28779538000183,65.6650178158641,5.34461579000738e-16,1.50668735305584e-14
"WI2-2373I1.1",-2.06557990145703,-2.15841689457491,65.595965875563,5.53519483178873e-16,1.5566638266968e-14
"IGHV3-11",1.09204116517709,8.90039919713682,65.5816961598767,5.5754181317687e-16,1.566470334823e-14
"CXCL8",1.60126046112317,5.30159766214453,65.5410325672132,5.6916513198383e-16,1.59606229919605e-14
"EPHA5-AS1",-1.325261182558,-5.1961357191974,65.2677615926194,6.53822364954092e-16,1.82733047213817e-14
"LILRA5",1.40696574903154,2.65796490325481,65.2263381900769,6.67711222925642e-16,1.86436696614982e-14
"FIBIN",1.24225704727053,1.50193353683735,65.2252759329729,6.68071242357555e-16,1.86448266035925e-14
"IGLV1-51",1.16884078928505,10.2165528448339,65.223113091539,6.68804871415266e-16,1.86564043349414e-14
"TSHR",1.08036867279932,0.754691850460723,65.1784419736981,6.84138709050095e-16,1.90659684802132e-14
"RP11-477N12.4",-1.15315170175699,-5.24906766293186,65.121026862108,7.0436472092633e-16,1.96016361994734e-14
"IGLV2-8",1.00940752872966,9.52183621594588,65.1028909892921,7.10877066642913e-16,1.97640709967743e-14
"CD300E",1.39176040065334,0.849522387218041,65.03636244937,7.35286609216014e-16,2.03846108563515e-14
"HCAR3",1.73526444514126,1.93627727915783,64.9131616343834,7.82725203863874e-16,2.16382663348745e-14
"IL1B",1.35442408877395,5.25597014979049,64.9086282166084,7.84528036310298e-16,2.16778653432596e-14
"ITGAX",1.0552486653473,4.02559709932506,64.853959472198,8.06598396119405e-16,2.2245694879591e-14
"CNGA3",-1.03351594943461,-3.29623094947495,64.6122027993389,9.11888646642838e-16,2.49964267710189e-14
"DERL3",1.10737932930434,6.56006094243084,64.5477725136528,9.42199933774913e-16,2.57549317721826e-14
"C2CD4A",1.43729801641387,1.90066760831013,64.5051160009789,9.62820267987544e-16,2.62328181395265e-14
"XXyac-YM21GA2.4",-1.27083848780239,-2.87205652286072,64.3264911059705,1.05418755760416e-15,2.85890976001972e-14
"IGHV3-23",1.04767362817421,11.0213649116525,64.3137178027965,1.06104413617726e-15,2.87617170104853e-14
"LINC01574",-1.24683344959659,-4.57675939323637,64.0012736865154,1.24338799873718e-15,3.33927970643798e-14
"CELA3A",-1.0482656531654,-2.60736830398895,63.8245671134565,1.36006893015227e-15,3.62957930087694e-14
"LINC01272",1.05495116937039,1.70727101412544,63.757613691505,1.40708696606258e-15,3.74992520955585e-14
"GLYATL1",1.13711924582208,0.464899441301414,63.69820550156,1.45016623140334e-15,3.85595313614944e-14
"IGHV1-46",1.24435595818064,8.35671624734644,63.5873667474888,1.53409851882077e-15,4.06435408399579e-14
"RBPMS-AS1",1.08948587337433,-0.817514269606418,63.5645084973291,1.55200332624911e-15,4.10992953237118e-14
"CD274",1.21508045807017,2.8511770926916,63.49397522189,1.60858045757126e-15,4.25205793581302e-14
"COL4A1",1.08356598560425,5.24100697062584,63.3139343487082,1.76253075100492e-15,4.62143143690913e-14
"FRMD6-AS2",-1.30362289982846,-3.41831800894545,63.1536884131172,1.91191150799694e-15,4.97522050217933e-14
"RP11-329A14.2",-1.08758209069188,-5.69219191325787,63.0952866858931,1.96944814143785e-15,5.11584478604121e-14
"CTA-929C8.7",-1.21487325487965,-3.49677418441075,63.0516580026788,2.01355815535111e-15,5.22115540468624e-14
"P2RY4",-1.12076854689799,-3.13298812546948,62.8767711274014,2.20052206161463e-15,5.65831955772998e-14
"RP11-738O11.12",-1.42198283067881,-5.2646111432271,62.6717305654507,2.44195698168761e-15,6.24347271281283e-14
"IGKV2-28",1.20778427452625,10.942400947429,62.5661706403289,2.57641166951439e-15,6.55003981523284e-14
"CHRDL2",1.46872168731572,2.77885987705736,62.5296419955949,2.62464399334116e-15,6.66976400635251e-14
"VSTM1",1.08006016898211,-0.649111162839014,62.5027544037551,2.66072254681934e-15,6.74972372475314e-14
"SOCS3",1.1834496546965,5.1770402563978,62.2333694739485,3.05074416854193e-15,7.63651632676423e-14
"CLDN1",1.21467955816944,1.38295648726354,62.0397742883474,3.36589681229576e-15,8.38237212948071e-14
"CASP5",1.19831940355016,6.10218300563581,61.924814976922,3.56824433304734e-15,8.85990374829285e-14
"LILRA6",1.06457885511637,1.28139072073622,61.9026237448261,3.60868394686508e-15,8.95271807148504e-14
"RP11-88H9.2",1.39659923604426,-0.044663949938971,61.7135510555547,3.97237082937619e-15,9.8216742889063e-14
"AL591063.1",-1.70118900096579,-4.53414031064374,61.6997372691811,4.00033681954967e-15,9.88246990406607e-14
"IGHV5-51",1.00109125057787,9.79979249324992,61.5673176228504,4.2786190671974e-15,1.05034354986854e-13
"STRIP2",1.1990921229472,1.22011411191215,61.3119704674859,4.87109718740043e-15,1.18633413148324e-13
"KCND3",1.37256095309631,2.14102999444981,61.1224980735244,5.36317463962573e-15,1.30292417023436e-13
"CLCNKA",-1.08283660038366,-2.06617945490085,61.0348685176651,5.60728386257765e-15,1.35828096346645e-13
"CLEC4D",1.60725627960304,-0.382480268943457,60.9184210842715,5.94895748131234e-15,1.43510629693456e-13
"IGHV1OR15-4",1.04875326246656,4.44047712277388,60.9104963621416,5.97295285745277e-15,1.43911524507849e-13
"RP11-361C13.1",1.04875326246656,4.44047712277388,60.9104963621416,5.97295285745277e-15,1.43911524507849e-13
"IGLV3-1",1.18619674339599,10.4538115873968,60.6751615829133,6.73141495464327e-15,1.61058597222217e-13
"AP000358.5",-1.86972610458745,-3.68844756927626,60.5792607643749,7.06746964633899e-15,1.68558757095662e-13
"AL121928.1",-1.13126409356621,-5.68575270742512,60.5566197372875,7.14922685767283e-15,1.70081850657904e-13
"IGHV3-16",1.09283534670732,0.485118505615852,60.5524658892742,7.16432889309812e-15,1.70371874904378e-13
"IGHV4-55",1.00755028468857,7.39854386698748,60.5384370215298,7.21556959977989e-15,1.71520712939691e-13
"IGHV1-18",1.25276874571497,9.99659243823169,60.4582931478276,7.51540683011533e-15,1.78086607818719e-13
"CSF3R",1.42138868333494,4.132213818622,60.4363927214637,7.59948873269777e-15,1.79988862238933e-13
"IGHG4",1.42826346521344,8.60068540681058,60.2078062713319,8.53530208462357e-15,2.01014092233605e-13
"OSM",1.51477143787669,1.97932631037476,60.1794219632798,8.65927868062352e-15,2.03769853439811e-13
"IGHV3-30",1.12692485162502,10.7564644599647,60.1782136422797,8.66459616619948e-15,2.03813032970522e-13
"MZB1",1.17151639689657,7.57334476880526,60.1021980088836,9.00577163387737e-15,2.11074801402098e-13
"IGKV1-33",1.2197292380801,10.9175161587373,60.0599379019725,9.20122450316517e-15,2.15224805285067e-13
"S100A7",1.87225143360556,2.10955581516475,59.9447836137197,9.75562161633598e-15,2.2719379207101e-13
"MIR3972",-1.14279028579584,-5.63871569234329,59.8340749459645,1.03201029902684e-14,2.39577035859766e-13
"PERM1",1.00949204121935,-0.537529719083461,59.7950755170431,1.05266419275903e-14,2.43984630562493e-13
"FCGR1B",1.01324965622607,1.27335513193342,59.4370529441847,1.26269094312922e-14,2.89341130601779e-13
"RN7SL720P",-1.33340540956718,-4.04688476941797,59.3971148361392,1.2885786462439e-14,2.94811480425246e-13
"CTA-384D8.35",1.06770178617029,1.12776876568634,59.0957558869899,1.50182816330345e-14,3.40670509415393e-13
"PRSS2",1.77219100901073,2.34127463870551,58.7307778528553,1.80791193826113e-14,4.05543266672267e-13
"IGLV3-19",1.10055769144451,10.0116436139132,58.7211653986242,1.81676609013681e-14,4.07373251567689e-13
"SLC26A4-AS1",1.17957753407929,0.335762117242158,58.0472810642124,2.55892890276309e-14,5.62791263078944e-13
"CHI3L2",1.00518097475082,3.4476443930566,57.9868861990615,2.63870992203611e-14,5.79684157196851e-13
"IGHG2",1.2407994438083,9.83378076605146,57.842401874423,2.83981786333393e-14,6.2060306435308e-13
"IGKV2D-26",1.15265950008468,1.98898800259886,57.7815498945691,2.92904196030565e-14,6.37957765853844e-13
"DUOXA1",1.36692066411643,0.869473121449433,57.6769261914782,3.08905256096252e-14,6.69817384504523e-13
"VNN3",1.20093770394864,0.289311540123282,57.5073197307164,3.36723843726627e-14,7.27711456065625e-13
"HMGN2P47",-1.46695846550065,-4.5420129781741,57.4537427883982,3.46022116478064e-14,7.4753039294065e-13
"AC006534.1",-1.05406310435736,-5.77039106636144,57.4264359987919,3.50859602447606e-14,7.56863522802937e-13
"CLEC5A",1.23561115520661,-0.0743495969471289,57.2941112616278,3.75277169188132e-14,8.07452979763464e-13
"IL6",1.43183946261447,2.02343973176534,57.2645218983355,3.80965768125875e-14,8.19090397274015e-13
"FCRL5",1.14195679619953,4.1502925822032,57.0353613984202,4.28045703344964e-14,9.14601925613753e-13
"F2RL2",1.04303676875379,1.21350874273986,57.0037449954176,4.34982782459344e-14,9.28746164197396e-13
"GLT1D1",1.5283319442514,-0.619791508660753,56.9696227564486,4.42595946288296e-14,9.43624231714981e-13
"RP11-307I14.2",-1.1935894426044,-4.07730578551066,56.5397674989996,5.50732307325451e-14,1.16441681914432e-12
"IGHV1-2",1.16431777495445,9.77463817919243,56.5048423515042,5.60601497885604e-14,1.18357294596887e-12
"GRHL3",1.20339745646539,-0.164273546914201,56.4311513773071,5.82009636641675e-14,1.22479438960149e-12
"TREML3P",1.55259457685873,-2.6613029473523,56.4189092123794,5.85644544823025e-14,1.23155807909532e-12
"LILRA1",1.25778526741414,0.824252748428565,56.4051458983129,5.89758238785981e-14,1.23887333692429e-12
"IGKV1OR2-3",1.09274779510142,2.50637335072142,56.1694911734795,6.64852262728281e-14,1.38814890559793e-12
"HCAR2",1.58324770811737,1.70667123031968,56.1629731575734,6.67059991340763e-14,1.39226173085688e-12
"CHAC1",1.30587313359154,2.50154309947688,56.1212474905744,6.81367789112852e-14,1.41908784662066e-12
"FPR1",1.55694142186838,3.30883580440529,55.9385330005728,7.47725843638743e-14,1.5473800308739e-12
"KRT7",1.13020339055963,2.4959604760477,55.8088308805068,7.98719542898751e-14,1.64882760241998e-12
"APLN",1.07524722799865,-1.03741166414908,55.7825051809223,8.09487110988805e-14,1.66928906566275e-12
"RP11-294C11.5",1.09696787405215,4.61882043507978,55.7024070526148,8.43149809440248e-14,1.73199366260727e-12
"PGLYRP4",1.39053979497855,-1.39939589723543,55.4416773941876,9.62734486429763e-14,1.96728607136227e-12
"TREM1",1.63241569972073,2.49046237523192,55.3486041870003,1.00941520863514e-13,2.05979831485923e-12
"RP11-536O18.1",1.04660231224815,-0.421529365496291,55.2255146982421,1.07464679732519e-13,2.18301385514265e-12
"RP11-80B9.4",-1.18896399122657,-4.82448712941309,55.1741064612977,1.10312416314646e-13,2.23697985183587e-12
"IGKV1-27",1.05746639547223,8.96821348357673,54.9988891688794,1.2059796571634e-13,2.42956122051053e-12
"CXCL6",1.53096193340757,3.62412230336979,54.9894135566536,1.21180781463577e-13,2.44046251010819e-12
"FUT5",1.31134711749014,-4.94515686343026,54.8194817327644,1.32124557969716e-13,2.64719535454285e-12
