"","logFC","logCPM","LR","PValue","FDR"
"H19",1.18508830421589,2.12284704449339,54.7685440537658,1.35593732280989e-13,2.71113344312012e-12
"SLC26A4",1.42710827003844,1.13933314503854,54.7047797674942,1.40065223534487e-13,2.79671686869065e-12
"CCR3",1.11377157364183,0.244149975005015,54.6400491695038,1.44755422511912e-13,2.88249960771933e-12
"KCNJ10",1.02285521229951,-0.261168827304607,54.5962133683926,1.48020572262489e-13,2.94551376099622e-12
"CTA-384D8.34",1.05734907743647,1.07377313651011,54.5385509005592,1.5242810821285e-13,3.02704533595142e-12
"CTC-510F12.4",1.31355386480541,-2.1193308382491,54.4547045577604,1.59072420340872e-13,3.15578112814549e-12
"LRRTM3",-1.07992261343382,-4.86688779424476,54.4301609068361,1.61071634133001e-13,3.19317519041557e-12
"IGHV1OR15-1",1.0138773955229,5.03670724582449,54.3204730681605,1.70318063767633e-13,3.36632703949238e-12
"RP11-294C11.4",1.0138773955229,5.03670724582449,54.3204730681605,1.70318063767633e-13,3.36632703949238e-12
"IGLV1-40",1.26540815175974,10.5793697974094,54.2247727568309,1.78818196098161e-13,3.52480838950783e-12
"INHBA",1.35080998471329,0.868809074984972,54.1907202139538,1.81944072449246e-13,3.58039505582369e-12
"FADS2",1.03189882403215,4.36937522429183,54.034817224456,1.96968236978827e-13,3.85273031448826e-12
"IGHV3-73",1.01835290680836,7.26678386116509,54.0042148855653,2.00059990545257e-13,3.91059147851391e-12
"RP11-406A20.1",-1.27261310970266,-4.69887429741085,53.9968197178213,2.00814380766144e-13,3.92271722962544e-12
"CLEC6A",1.41885616150031,-1.41331326246466,53.873849114653,2.13784281052265e-13,4.16079523255829e-12
"CLCA3P",1.07000958255813,-2.229984779868,53.867049595719,2.14525409911817e-13,4.17383147928165e-12
"LYPD1",1.29449991559384,-0.194759594241557,53.776293335186,2.2466730913906e-13,4.3566698475992e-12
"IGHV3-15",1.15488436002745,9.83608799984503,53.678021698676,2.36190762873916e-13,4.56198950707361e-12
"MCEMP1",1.7205911780645,1.19350709428947,53.6278531965221,2.42299746135513e-13,4.67227358907241e-12
"RND1",1.31410768630306,3.38526762081125,53.4832289764998,2.60809862802535e-13,5.01598304655128e-12
"PADI4",1.21201908998938,0.296764961653206,53.4793648790837,2.61323363652819e-13,5.02420779711484e-12
"MLC1",1.02821772149386,-0.57364545365192,53.4201344455606,2.69322313099786e-13,5.17120047632936e-12
"IGHVIII-67-4",-1.36617653567417,-4.82972402641661,53.4121579197719,2.70418082318928e-13,5.18883536053538e-12
"IGKV1OR2-11",1.05689428974859,1.27830262735597,53.3733369075157,2.75815115392982e-13,5.28719417401207e-12
"IGKV1OR2-9",1.05689428974859,1.27830262735597,53.3733369075157,2.75815115392982e-13,5.28719417401207e-12
"ADGRF1",1.17623515065861,2.32706194184422,53.2723185973783,2.90369592151822e-13,5.55527623768985e-12
"PNPLA3",1.01786550075816,-1.53549735916164,52.938600843386,3.44139455652914e-13,6.52215592701785e-12
"APOBEC1",1.02403861229817,1.55082139004822,52.8802166011728,3.54522462850438e-13,6.70807391395378e-12
"RP11-804H8.5",-1.38917774004148,-4.48184707505583,52.3861214562207,4.55934716714878e-13,8.5005171586561e-12
"ANGPTL4",1.13901735424168,3.05249723543285,52.3291260197962,4.69361189041491e-13,8.73414760809674e-12
"MIR517C",-1.38755272139309,-5.05414447632191,52.240376268316,4.91060066544496e-13,9.11763938275701e-12
"UGT1A3",-1.09482344423581,-4.16109933729222,52.2078825978803,4.99253248121958e-13,9.25508301966725e-12
"CTB-114C7.4",1.13427319183424,-3.23173804775941,52.0576836688812,5.38939264442697e-13,9.95608633593574e-12
"IGKV3D-20",1.09485217866299,7.00653051193569,52.037143171853,5.44606499154495e-13,1.00480929245012e-11
"CITF22-49E9.3",1.03366205629781,-0.721474000328125,52.0213611877247,5.49001313039149e-13,1.01259857687687e-11
"AQP5",1.58646903135602,-1.45434360274054,52.0002750511538,5.54928609847473e-13,1.02320863146545e-11
"PIM2",1.23357240274043,6.49805326063333,51.9308780111626,5.74891996522826e-13,1.05702102433245e-11
"SERPINA4",1.07793341360976,-4.59104550625818,51.547310092544,6.98923851716603e-13,1.27148957096246e-11
"HBD",1.19646925184322,-1.05210019624765,51.4927960186299,7.18603039055064e-13,1.30456479251508e-11
"G0S2",1.01310811083118,4.48402473944035,51.464766407715,7.28936395140194e-13,1.32238913791645e-11
"SPP1",1.16571389406173,3.34627817447805,51.4224278937777,7.44827469495099e-13,1.34787516464846e-11
"RP11-1008C21.1",1.37108042683945,-1.65425928798634,51.3635881003403,7.67489331218043e-13,1.38674114295167e-11
"IL26",1.42642459089349,-0.391646733426116,51.1529799104582,8.54408795709553e-13,1.53384725031e-11
"SEMG1",1.09423315286597,-1.7836230692471,51.0955195668421,8.79788734605222e-13,1.57554332631689e-11
"EGFL6",1.34543372993922,-0.177855963278163,51.0754592374108,8.88825815397521e-13,1.5907535786032e-11
"SIRPB1",1.12090347887535,1.59303423639814,50.8584336469637,9.92738021790547e-13,1.76539045844029e-11
"AC093616.4",1.08602985870784,-0.434925286558423,50.8171265037976,1.01385181622182e-12,1.80184220141408e-11
"KB-1205A7.1",-1.3548347105593,-3.39739009689804,50.748723426859,1.04980826807869e-12,1.8634813188061e-11
"S100A12",1.82475771089919,3.6549384308127,50.6390140513899,1.11016129013443e-12,1.96643702614489e-11
"BLACAT1",1.0062808226959,-2.29774666539298,50.6257265055337,1.11770286480072e-12,1.97888751000083e-11
"IGHV3-53",1.01066211156126,6.99598801150785,50.6234782919591,1.11898393847762e-12,1.98026658649726e-11
"RP11-275I4.2",1.20866958417137,-0.372782921789601,50.5532889186366,1.15972677855672e-12,2.05050906308923e-11
"ALDH3B2",1.07873326166756,-1.69756628160283,50.4893254330348,1.1981471623581e-12,2.1133322643112e-11
"TRAV8-7",-1.19133894774581,-5.16202432879135,50.4462811772607,1.22471661133161e-12,2.15629708067301e-11
"SLC6A20",1.31378012380061,1.47029661274371,50.375569161142,1.26965020789638e-12,2.23138164465248e-11
"AC006445.6",-1.15838657695006,-2.77107145919325,50.2281955272657,1.36867069233724e-12,2.39605395149102e-11
"MMP1",1.37526243401583,5.64141618174408,50.2044558591756,1.38532890190538e-12,2.42449128753321e-11
"RP11-16D22.2",-1.14212663459123,-4.35220588199974,50.1479867650957,1.42577334955517e-12,2.49303733221891e-11
"IGKV3-20",1.22662864544552,12.4888899430266,49.969847449497,1.56126821627953e-12,2.71616115010533e-11
"C6orf223",1.22556295686073,1.14391694293008,49.8701132934476,1.64267819264572e-12,2.85016598121548e-11
"CMTM2",1.61055633721158,1.0698679043332,49.8053236296146,1.69782665802136e-12,2.94013191159264e-11
"ENKUR",1.43194073005013,1.52953278302882,49.7061887133369,1.78581723593744e-12,3.08389400755394e-11
"CXCL2",1.41132870876529,5.22607879984198,49.6322190282697,1.85443166189546e-12,3.19108375715289e-11
"RPSAP28",-1.09108758251171,-3.25484734017363,49.5857928268479,1.89883793718726e-12,3.26557718001608e-11
"CDH3",1.30960878117446,2.91210616523415,49.4384402003851,2.04695156395247e-12,3.49973103502058e-11
"AC104076.2",-1.12556521445457,-3.10223939443759,49.3851585486911,2.10330882577327e-12,3.5897942758692e-11
"IDO1",1.2692654950195,5.110474703017,49.0108772775021,2.54546998914902e-12,4.28940643953231e-11
"LINC01486",-1.24092560277234,-3.78338879382439,48.9094222967271,2.68059917225984e-12,4.50026924719836e-11
"RP11-324E6.6",1.30333065987605,-2.36057470859435,48.8851768860757,2.71394075772163e-12,4.54841548983106e-11
"RNU1-42P",1.32632630226061,-5.13777938276704,48.8669768810261,2.73924129375702e-12,4.58556514518982e-11
"IGHE",1.08015751695655,-0.388402912225839,48.8234218806568,2.80075130538399e-12,4.68183860029399e-11
"RP11-320N7.2",-1.13536991208073,-4.30790582823897,48.7285204337833,2.93960416880226e-12,4.89716465627621e-11
"TSPO2",1.16699225216704,-0.770909684987687,48.6812453992688,3.01132333979697e-12,5.00951356277084e-11
"IGHV3-20",1.17455080140122,7.47123063446579,48.6127427859873,3.11836449336374e-12,5.17434543832207e-11
"BEAN1",1.22662805135091,-0.0424338130707363,48.5626189900545,3.19909207319138e-12,5.30078325287237e-11
"STEAP4",1.03354403060074,1.69488614979355,48.5337931725512,3.24646170620833e-12,5.37015050576983e-11
"L1TD1",1.03963102997622,2.00719748007418,48.5265063344968,3.25854695224126e-12,5.38709609697649e-11
"FAM92B",1.40955504326425,0.493880428619137,48.5027501570456,3.29826018715822e-12,5.44813376215772e-11
"CTD-2555C10.3",1.10376116777899,-0.678616086410848,48.2940257277546,3.66868234464516e-12,6.03954896028167e-11
"KCNJ4",1.23900351822977,-2.20259842414825,48.1643098521212,3.91958021005815e-12,6.41469553169584e-11
"MYF6",1.27291665390255,-4.28388232379919,48.1198538244477,4.00946110031889e-12,6.55080126842720e-11
"RP13-672B3.2",-1.11468434051512,-1.95069375568866,48.1137111007463,4.02204155624422e-12,6.56952163096949e-11
"COLEC10",1.07811926947307,-1.2492554362692,48.0248035229564,4.20861328314228e-12,6.85513175014246e-11
"PLA2G4E",1.06448598729616,-1.80511342874101,47.7579922927463,4.82214406988808e-12,7.79588838525220e-11
"HCG4",-1.02996788848326,-1.34583808660336,47.5970648097095,5.23468007408847e-12,8.43486829999873e-11
"SELE",1.52859863496848,1.29186122733617,47.5470895120316,5.36984247103122e-12,8.63839089539943e-11
"ESM1",1.07142280283428,-1.0057749782367,47.5236416998601,5.43445743095834e-12,8.73513283958818e-11
"AC009969.1",-1.56919986000517,-4.05030396278073,47.4888414363297,5.53179347561198e-12,8.88670550004709e-11
"IGLV1-50",1.01154125495804,3.31305589635932,47.4824248212997,5.54993028585529e-12,8.91339517149822e-11
"GAL",1.055032616069,1.01465289585084,47.4811374170363,5.55357634534419e-12,8.91526920747494e-11
"RP11-622A1.1",-1.35526218107139,-5.09358864219312,47.4718621220803,5.57991586918587e-12,8.95418141837767e-11
"SLC25A15P3",-1.41374282253714,-2.69412718125488,47.3879212725133,5.82404550365169e-12,9.32803609895216e-11
"PDPN",1.38563009492058,3.84729367009639,47.3665482243176,5.88789508051676e-12,9.41484075661648e-11
"FLJ37505",-1.46595385981203,-3.92540226569117,47.3036398294269,6.07992135815943e-12,9.70069022805132e-11
"AC010655.1",-1.0929993147357,-5.53437405519173,47.1191220670351,6.68007787124304e-12,1.06062093688722e-10
"IFNG",1.32765108765358,-0.430213621066819,47.0925538119961,6.77124458966313e-12,1.07451279383255e-10
"MIR509-1",-1.29472335668947,-5.19000412585655,47.0865408614615,6.79204971459602e-12,1.0775221401383e-10
"IL2RA",1.13971740355588,2.6106109812796,46.9749902961505,7.18983488996768e-12,1.13785261519867e-10
"IGHV3-66",1.00399482265866,7.37357613334237,46.8356029512767,7.71981366610202e-12,1.21777459567373e-10
"GAPDHP38",1.23244581079161,-1.84941879873205,46.595704454508,8.7251303574545e-12,1.36787979919546e-10
"RP13-1032I1.11",-1.06846827339692,-3.84887558507842,46.4020606619545,9.6314168075636e-12,1.50311743265561e-10
"RP11-223C24.1",1.39239639692164,1.06072683018898,46.2664509854248,1.03216259926175e-11,1.60484282569593e-10
"LINC01370",-1.03158350003985,-4.82317509900241,46.2411059523199,1.04560113585632e-11,1.62410536402206e-10
"CSF3",1.63650550027446,2.00638364818585,46.2056574020208,1.06469104350107e-11,1.651470411605e-10
"SEPT7P3",1.52664037385118,-3.50799639034277,46.1456200424763,1.09782167251311e-11,1.69970676090363e-10
"RP11-689B22.2",1.14868971555138,1.77965552622641,46.0467197721724,1.15466313461952e-11,1.78393625370836e-10
"SGIP1",1.07685177010853,1.75771733268639,45.7655688411399,1.33285801577358e-11,2.04092575916098e-10
"CFB",1.3610779946074,6.20412127789307,45.5775425373084,1.46714088827697e-11,2.23543713874915e-10
"MIR503HG",1.09482083072707,0.954606705961141,45.528671881595,1.50420716607397e-11,2.28833429132605e-10
"IGLV1-36",1.19415031542645,6.39425990513393,45.36876437066,1.63216747907798e-11,2.4733549856437e-10
"PPP1R17",1.0791429298184,-4.9112087799448,45.3646358581287,1.63561162384147e-11,2.47729127002325e-10
"SEMG2",1.29685674521901,-4.05477614924031,45.3512596092962,1.64682058456951e-11,2.49362297260921e-10
"OLIG1",1.04717348872322,-1.86559430665667,45.3358005243908,1.65987071540711e-11,2.5127334130493e-10
"APOBEC3A",1.13288276879365,2.27527713776885,45.3222921000371,1.67135886260156e-11,2.52881608259808e-10
"ZBED2",1.09186478733917,-0.221802238188353,45.304942229789,1.68623076102332e-11,2.54999920046844e-10
"MUCL1",1.52181922734661,-1.89481463446873,45.2005765103389,1.77852722977878e-11,2.68541092867836e-10
"HRH2",1.16210966405717,0.043095484786036,45.1696170239369,1.80686669457674e-11,2.72538831013941e-10
"RP6-149D17.1",-1.01560155044254,-2.98738474780262,45.1652242376337,1.81092417859382e-11,2.73010114961423e-10
"LINC00508",-1.5133531072877,-4.45614537597094,45.1291668481625,1.84457581282481e-11,2.7751145210735e-10
"PPP4R4",1.11274137385717,-1.79782415478572,45.1134562574159,1.85943327317374e-11,2.79531140198356e-10
"RPL34P33",-1.10037941185474,-2.1499516694696,45.1076586692608,1.86494624023785e-11,2.80287914133744e-10
"IGHV4-31",1.12122886510876,8.29103376742508,45.0710438519075,1.90014343609749e-11,2.85138447318383e-10
"RP11-248B24.1",1.01119956889034,-1.37877568490638,45.0155606234176,1.95474969699589e-11,2.93032200991259e-10
"CXCL5",1.49802583864696,4.36286186923285,44.9890393636969,1.9814038512792e-11,2.96875778270005e-10
"RP11-123B3.2",-1.28512213936744,-4.06820847355177,44.8724332981428,2.10297719190402e-11,3.14046024952771e-10
"C1DP2",-1.04911220889807,-5.34816749594741,44.8374385737869,2.14089888650206e-11,3.1930164738442e-10
"WISP1",1.38304553112381,1.55226712276983,44.6734986204024,2.3278691280922e-11,3.45864972968946e-10
"ROPN1L",1.12900212572086,-1.86753950785401,44.5266387223079,2.50919749695098e-11,3.7045477878799e-10
"NAMPTP1",1.11751447489273,2.67110341384112,44.4934974399462,2.55203429162355e-11,3.76304497059654e-10
"FCN3",1.51045479370829,0.950954016477019,44.3740861194456,2.71254022632265e-11,3.98619725143935e-10
"CTD-2033D15.1",-1.08514282049431,-0.864126632514299,44.2969319021706,2.8215809219733e-11,4.13756456721537e-10
"KRT17",1.30673603604136,1.42311455645459,44.1927774608347,2.9757721690709e-11,4.35603027570549e-10
"S100A7A",1.34644664445413,-4.54501461175298,44.1205340769623,3.08764865201381e-11,4.51302571704437e-10
"RP11-89G4.1",-1.14821556142189,-3.24337539912801,44.1015771518319,3.11769639909406e-11,4.55126126367126e-10
"RP11-336A10.4",-1.04904101457736,-4.70696571896038,44.0620497821839,3.18129410996463e-11,4.63831730173319e-10
"IL36RN",1.46127472085453,-2.93504115888502,43.8914417194125,3.47103309141223e-11,5.03316998616971e-10
"ZNF519P4",-1.23748771414559,-5.23883479761766,43.8272773718111,3.58671176335573e-11,5.19576037719383e-10
"RSL24D1P1",-1.10944753858283,-3.23583282296186,43.7702036780755,3.69284587888831e-11,5.34553826900963e-10
"FPR2",1.57514571958106,1.8643564196086,43.7555155992806,3.72066471836606e-11,5.3791546931239e-10
"IGHV7-34-1",1.08243126594771,2.22186498342373,43.5988151817104,4.03083013996418e-11,5.80035168702394e-10
"CLDN14",1.41751837733685,0.169175894227874,43.5725985122629,4.08519306391525e-11,5.87280370603233e-10
"RETN",1.24553338727939,-1.27288566718518,43.3835642179992,4.49951641141709e-11,6.43051766695418e-10
"PPBP",1.62779959538618,-0.658009610629422,43.3764539506626,4.51589596763421e-11,6.45235096703673e-10
"TNC",1.0354739632949,4.28037790391873,43.3378770091322,4.60580961428826e-11,6.57119458475392e-10
"IL13",1.34841279133636,-2.8531853959708,43.2791167778885,4.74622114133756e-11,6.75505462246204e-10
"FER1L4",1.19803266296078,3.40188527528534,43.1538354741737,5.06006056798333e-11,7.17207519207209e-10
"CEMIP",1.10673361726418,2.49757739888955,42.9857179117476,5.51409381983915e-11,7.78357035003054e-10
"LY6G6D",-1.00935250865991,-1.5415303684993,42.9208166623599,5.70008892419657e-11,8.02482569640799e-10
"RP11-598F7.5",1.30977465942062,-1.78710101292769,42.865436835996,5.86375482953446e-11,8.24532406640257e-10
"RP11-147K6.2",-1.21576622100916,-2.15204821254191,42.724586646973,6.30152512027222e-11,8.81430344500027e-10
"FOXQ1",1.1178388398883,0.32044655445549,42.5953447919261,6.73194108522578e-11,9.38271302861999e-10
"CXCL3",1.453122193234,6.14583619345957,42.5943821579151,6.73525495604168e-11,9.38412831506046e-10
"CEACAM4",1.28477151433156,0.268700071777983,42.5941183318745,6.73616346312094e-11,9.38412831506046e-10
"AC114755.4",-1.12347134373058,-5.15574751468304,42.5167732723107,7.00786732288791e-11,9.72699067640013e-10
"MIR518C",-1.13687597078426,-5.32666560949144,42.4337740505102,7.31164803269875e-11,1.01183941703869e-09
"RP11-129H15.1",-1.13327940593843,-5.40033365653491,42.4109838427896,7.39734407420685e-11,1.02224832254754e-09
"PROK2",1.68962324975675,2.10901698478491,42.1731806429335,8.35378373190302e-11,1.15007489796728e-09
"RP11-204L24.2",1.00490411366429,-1.6462049601972,42.1585674805439,8.41644100950685e-11,1.15755709607449e-09
"NPM1P47",1.25703170249065,-1.89659024423274,42.1258830835147,8.55829087676025e-11,1.17574041143548e-09
"GHRH",-1.17049150174386,-4.24716871180623,41.9642595092435,9.29570251468044e-11,1.27048503962905e-09
"RP11-45P22.2",-1.0878493941023,-4.58258099614188,41.838423955595,9.9135963878142e-11,1.34800956087462e-09
"PLA2G3",1.37400356184383,-0.791598827496997,41.8224094895942,9.99512650574971e-11,1.35846443014978e-09
"NOTUM",1.02681391235721,-2.39825577104693,41.7098305555861,1.05875299599778e-10,1.43406833691879e-09
"FMO1",1.0925634563835,-1.38463015830733,41.6843149395956,1.07266091421622e-10,1.4521491404948e-09
"INSL4",1.07775292783283,-3.07197681446596,41.6463841227609,1.09367477664686e-10,1.47854522126313e-09
"FGF4",1.11249045708732,-3.7221831709841,41.612558037711,1.11276196689795e-10,1.50226715918652e-09
"CXCL9",1.01148798694272,4.46478714558324,41.5496886875155,1.14912779540605e-10,1.54886124132528e-09
"UCN2",1.26154003154997,-1.21572175869553,41.3665277242264,1.26199915977141e-10,1.6916454151732e-09
"MIR4684",-1.34621457769232,-4.82443230589038,41.2418420587999,1.34512070990736e-10,1.79607219773256e-09
"TMEM215",1.03384576455392,-4.05866334028758,41.179981799449,1.38837189876081e-10,1.85213305226984e-09
"RP11-201K10.3",1.28629848242446,-2.95132872237425,41.0711828618028,1.46784647168994e-10,1.95015316479414e-09
"IGHV2-26",1.32498750501869,7.75087450730548,40.9553678825243,1.55745652344318e-10,2.06271286080604e-09
"LINC01330",1.11371906199495,-2.02206502629878,40.7909366089795,1.694170115272e-10,2.23309936545447e-09
"IL17F",1.56657016647899,-1.13626668155383,40.7756250529086,1.70749650531011e-10,2.24965163162469e-09
"MTND1P8",1.26489165361691,-2.40936006395437,40.7447528192541,1.73468605325384e-10,2.2813655411377e-09
"STC1",1.13430651959677,1.3681049209279,40.7321855331646,1.74587795228425e-10,2.2955686650075e-09
"IGLV3-27",1.12653407393279,6.48112183224616,40.6682521147509,1.80394354043087e-10,2.36925475224812e-09
"ALDH1A2",1.20508335326451,3.17375087879711,40.593978136311,1.87383257898742e-10,2.45498495304812e-09
"FAM132B",1.05683397317168,-0.0117362502122115,40.400134039557,2.0692690455175e-10,2.69234996931672e-09
"LINC01235",1.03203546179011,0.0523506365786104,40.2716638124724,2.20991136709732e-10,2.86261294484293e-09
"CXCR2",1.53894758761957,1.72930176373624,40.2701272967248,2.21165011888111e-10,2.86423128031418e-09
"CXCR1",1.69202887517816,1.42694483363204,40.0630039614302,2.45902290647984e-10,3.15734656820593e-09
"CXCL1P",1.63519181732172,-3.65446530992197,40.0553915118785,2.46862441302113e-10,3.16758989580461e-09
"AC006042.8",1.12888140186085,-0.91102429939305,39.9870753684961,2.55648820844681e-10,3.27315501883923e-09
"CH17-78J1.1",-1.124254606324,-2.96105826483261,39.9835348688962,2.56112615546124e-10,3.27837592130826e-09
"LINC01484",1.17448673217136,0.402277448097751,39.9764233663086,2.57046747522513e-10,3.2888945894201e-09
"CCR8",1.00615477793423,-1.02420191240503,39.8326854194248,2.76676042669871e-10,3.52694156419333e-09
"KRT80",1.15342360930956,-0.857953988313923,39.8003938920705,2.8128837008135e-10,3.58183650362074e-09
"IGHV1OR21-1",1.09535982049208,1.65472000182821,39.5889393361784,3.13453590420621e-10,3.97068353371784e-09
"MMP8",1.1657263681185,-3.30494994816499,39.5439515959632,3.20758349473127e-10,4.05970191275201e-09
"MIR3945HG",1.18513618827352,-0.641707663086721,39.4403435106973,3.38236222164821e-10,4.26807772256554e-09
"S100A8",1.8010078735271,6.72347736000438,39.3966024746715,3.45898284684029e-10,4.36091150643002e-09
"S100A9",1.7089089451044,7.85340144136771,39.3729966682341,3.50105228180471e-10,4.4110997575961e-09
"AC055714.1",-1.08353682680758,2.79846213245486,39.3596644874128,3.52503837786769e-10,4.44036474443239e-09
"CASP1P2",1.08612983681459,-1.32919442837654,39.1900587039384,3.84492977728917e-10,4.82462843666533e-09
"RP11-109P14.8",-1.00872902416978,-4.83324822718095,39.0138717875027,4.20804832892071e-10,5.24540618534091e-09
"C4BPB",1.53181824151193,4.52720952775771,39.0105639267123,4.21518443916416e-10,5.25318258342511e-09
"REG1P",1.15576348507145,-5.02340549146046,39.0082236210267,4.2202405414339e-10,5.25836400781089e-09
"RP3-416H24.1",1.12979125349093,-3.64671050489251,38.898539590389,4.46414451110191e-10,5.54691281035517e-09
"LBP",1.42533379447523,-1.09841416133741,38.8444387073681,4.58959609771105e-10,5.69071021233986e-09
"RNA5SP73",-1.10025387420419,-5.29252680301663,38.7991973451132,4.6972096298374e-10,5.81305765228598e-09
"APOB",-1.05508192712056,-3.12734794733011,38.5838904329751,5.2450057575567e-10,6.45142322310316e-09
"VTCN1",1.24953099444605,-3.65037036769355,38.578184011001,5.2603632874402e-10,6.46895358340304e-09
"MMP10",1.63638295333287,3.74229969445667,38.4525589244149,5.61009739600354e-10,6.87880452553344e-09
"RP11-846F4.6",-1.19405229358533,-0.234298077784494,38.433188228166,5.66605836591355e-10,6.93869846843952e-09
"RP11-350J20.12",1.30700834225983,0.919495545180511,38.3300065896636,5.97369903873128e-10,7.29254823827095e-09
"REG1B",1.76350627937617,5.78871307550665,38.2262638294919,6.29987530721674e-10,7.6619680482035e-09
"KCNJ15",1.48835853767353,0.772293063311256,38.0743312619546,6.81001631571968e-10,8.23959881871364e-09
"AC104809.4",1.06173519190775,-0.650545011444978,37.8888302084035,7.48928038715431e-10,9.01670204018348e-09
"IGHV1-68",1.05074161669616,2.75060512157086,37.8160723458903,7.77386597232058e-10,9.33629657632033e-09
"VNN1",1.23413671121596,4.67869406648354,37.8109123613334,7.79445518144081e-10,9.35718348797214e-09
"AL591379.1",-1.01227612669902,-5.48309794264011,37.7602111285612,7.99968829402533e-10,9.58390496867019e-09
"IGHV3OR16-13",1.22631127175079,4.67215035208421,37.7269554750618,8.13723312977864e-10,9.73473899605816e-09
"AC017002.2",1.258989204751,-1.84380321853037,37.4131006540256,9.55779570285539e-10,1.13460534627568e-08
"IGLV3-32",1.0230332282715,0.87009391583682,37.3011565543277,1.01224556331886e-09,1.19847581120115e-08
"RP11-79H23.3",1.10581639836487,-0.341199494401323,37.2986537406882,1.01354547322858e-09,1.19977215362519e-08
"CFTRP2",1.14639217284225,-5.26051534794703,37.0557411625067,1.14800071424812e-09,1.34883745835488e-08
"RP11-47F1.1",-1.03712347328693,-4.98659510735251,37.0231226210844,1.16736658756224e-09,1.37021584778364e-08
"RP11-227G15.3",1.66049047779596,-3.21602880886389,36.9827143794198,1.19181148231464e-09,1.39638789171136e-08
"AC099535.4",-1.05054512170701,-2.8680614726446,36.9007207863233,1.24299987819657e-09,1.45200249244662e-08
"COX6CP10",-1.27822908078374,-2.1501756914289,36.8924835282355,1.24826252856304e-09,1.45785903455644e-08
"ABCA12",1.56078209987636,0.516611722257571,36.8692223206878,1.26324450030067e-09,1.47476802584473e-08
"IL17REL",1.0434935796274,0.907432803201485,36.8613647482289,1.26834594436907e-09,1.47983807911195e-08
"FCGR1C",1.03152373868108,-0.563596200368065,36.8429113141093,1.28040789234052e-09,1.49272094604256e-08
"LL22NC03-84E4.11",1.84605296269639,-3.97902904290273,36.7779599412091,1.32378379760822e-09,1.54083379019936e-08
"FCGR3B",1.63021680993796,3.3038965165151,36.6719950771861,1.39773024541666e-09,1.62110116691963e-08
"CLDN2",1.61494439999773,2.17598287648311,36.6677462215998,1.40078000915051e-09,1.62399463659913e-08
"IGKV1D-32",1.34965259237783,0.411104435305263,36.4668993079462,1.55280964798638e-09,1.78785425612345e-08
"SFTA2",1.19818488012455,-2.09986510913777,36.3912929752765,1.6142273638814e-09,1.85419121185074e-08
"MYBPH",1.32068130567408,-2.96714999542337,36.2770078794317,1.71171378163841e-09,1.96001442685592e-08
"ADAMTS4",1.05918831083869,1.46275170983135,36.2385372368183,1.74583863173778e-09,1.99635521851938e-08
"IGHV3-49",1.11248649171521,8.11410094808385,36.204978811582,1.77616200043564e-09,2.02746449997065e-08
"CLDN10",1.11682030711954,-1.48633084715991,36.13220406664,1.84374546612208e-09,2.09806260274798e-08
"FAM83A",1.45874766340179,0.260578885287432,36.1163283174621,1.85882754642047e-09,2.11440278574755e-08
"IGHV1-24",1.45580703189805,8.58762247093827,35.9760568613688,1.99757101799016e-09,2.26605633372468e-08
"VSIG1",1.40241711273166,1.54344461401823,35.8589140902156,2.12135242131968e-09,2.39671870859678e-08
"snoU2",-1.07379014203742,-5.35081170438444,35.8013103823023,2.18500885297766e-09,2.46483149791181e-08
"SERPINE1",1.13031053000338,2.82599855245908,35.7855503803252,2.20275570016723e-09,2.48150287962631e-08
"RP11-598F7.6",1.22565557377942,-1.88836474726376,35.6634498374119,2.34523091628186e-09,2.62834726435234e-08
"GSDMC",1.11419170835831,-1.69068490588955,35.6540307797139,2.35659770730231e-09,2.64007511910721e-08
"CFTRP3",-1.16542638645532,-4.33509372707128,35.5694635150951,2.46115571906314e-09,2.74719631626714e-08
"MEDAG",1.00613531499345,0.190848627813345,35.5275110325023,2.51473657744371e-09,2.80435296223925e-08
"ANKRD20A10P",1.15993212806621,-3.31157864229881,35.4779591329374,2.57952990111359e-09,2.87332333332264e-08
"AQP9",1.66294126031681,2.54505647242116,35.4674136959582,2.59353325793375e-09,2.88617494556598e-08
"SFRP2",1.32845099912713,0.375643960419364,35.3479423377046,2.75759749550503e-09,3.0577043544323e-08
"CXCL1",1.55751796341316,7.70043820959885,35.2550254152241,2.89234785745233e-09,3.19682277638414e-08
"CLLU1OS",1.1096462696136,-1.9308723323349,35.2410333345578,2.91320301886642e-09,3.21865760762957e-08
"RP11-164O23.7",1.19450121937307,-4.30654426854573,34.9761427016282,3.33769862150969e-09,3.66208237955068e-08
"TCN1",1.68443945727757,2.95070154015981,34.8863877319895,3.49515931767343e-09,3.82123489459219e-08
"WNT2",1.54041531068613,-1.07696443247058,34.8660958425098,3.53177692890504e-09,3.8591059183577e-08
"DEFA5",1.42093241290498,5.54970445011569,34.773847767292,3.70314628576105e-09,4.03656049968113e-08
"RP11-212I21.2",1.01781278135876,0.582722679783664,34.7654019810192,3.71924615623316e-09,4.05033796143263e-08
"Xist",-1.24017748449542,-4.78632927573708,34.7609888218923,3.7276866515566e-09,4.05801959813427e-08
"RP11-47I22.2",1.27065187509429,-1.27519166918017,34.7550415338775,3.73909163411185e-09,4.06892150975757e-08
"MMP3",1.59530813518974,6.19353966639864,34.6715535057866,3.90293278153711e-09,4.2361876503464e-08
