"source","target"
"AL139383.1","RNU6-908P"
"AL139383.1","RNU7-40P"
"AL139383.1","RNY1P11"
"AL139383.1","RNY4P25"
"AL139383.1","RP11-345J4.6"
"AL139383.1","RP11-44K6.2"
"AL139383.1","RP11-87N24.3"
"AL139383.1","RPL39P3"
"AL139383.1","S100A12"
"AL139383.1","S100A7"
"AL139383.1","S100A8"
"AL139383.1","S100A9"
"AL139383.1","SAA1"
"AL139383.1","SAA2-SAA4"
"AL139383.1","SAA2"
"AL139383.1","SAA4"
"AL139383.1","SERPINB3"
"AL139383.1","SERPINB4"
"AL139383.1","SERPINB7"
"AL139383.1","SLC6A14"
"AL139383.1","SLCO1B3"
"AL139383.1","SNORA14"
"AL139383.1","SNORA26"
"AL139383.1","SNORA3"
"AL139383.1","SNORA41"
"AL139383.1","SNORD14A"
"AL139383.1","SNORD36C"
"AL139383.1","SNORD46"
"AL139383.1","SNORD60"
"AL139383.1","SNORD69"
"AL139383.1","SNORD6"
"AL139383.1","SPRR1A"
"AL139383.1","SPRR1B"
"AL139383.1","SPRR2A"
"AL139383.1","SPRR2D"
"AL139383.1","SPRR3"
"AL139383.1","TCN1"
"AL139383.1","TNFRSF6B"
"AL139383.1","TNIP3"
"AL139383.1","Y"
"AL139383.1","Z93930.1"
"AL139383.1","snoMe28S-Am2634"
"AL139821.1","AL162151.3"
"AL139821.1","AL442127.1"
"AL139821.1","AL713999.1"
"AL139821.1","AL901608.1"
"AL139821.1","AP002022.1"
"AL139821.1","AQP9"
"AL139821.1","ARMC2-AS1"
"AL139821.1","C4BPA"
"AL139821.1","CHI3L1"
"AL139821.1","CXCL17"
"AL139821.1","CXCL5"
"AL139821.1","CXCL6"
"AL139821.1","CXCR1"
"AL139821.1","DEFB4A"
"AL139821.1","DEFB4B"
"AL139821.1","DUOX2"
"AL139821.1","DUOXA2"
"AL139821.1","FAM83A"
"AL139821.1","FP236383.7"
"AL139821.1","FP236383.8"
"AL139821.1","FP671120.2"
"AL139821.1","IGHD2-15"
"AL139821.1","IGHJ2P"
"AL139821.1","IGHJ2"
"AL139821.1","IGHJ3P"
"AL139821.1","IGHJ3"
"AL139821.1","IGHV2-70"
"AL139821.1","IGKJ4"
"AL139821.1","IGLJ6"
"AL139821.1","IGLJ7"
"AL139821.1","IL17A"
"AL139821.1","KLK10"
"AL139821.1","KLK6"
"AL139821.1","KLK8"
"AL139821.1","MCEMP1"
"AL139821.1","MIR126"
"AL139821.1","MIR181B1"
"AL139821.1","MIR203A"
"AL139821.1","MIR24-2"
"AL139821.1","MIR25"
"AL139821.1","MIR30C2"
"AL139821.1","MIR3197"
"AL139821.1","MIR3657"
"AL139821.1","MIR3687-1"
"AL139821.1","MIR3687-2"
"AL139821.1","MIR378G"
"AL139821.1","MIR421"
"AL139821.1","MIR4537"
"AL139821.1","MIR491"
"AL139821.1","MIR503"
"AL139821.1","MIR642A"
"AL139821.1","MIR661"
"AL139821.1","MIR663B"
"AL139821.1","MIR6821"
"AL139821.1","MMP7"
"AL139821.1","PI3"
"AL139821.1","PROK2"
"AL139821.1","REG1A"
"AL139821.1","REG1B"
"AL139821.1","REG3A"
"AL139821.1","RNA5SP333"
"AL139821.1","RNA5SP334"
"AL139821.1","RNU1-72P"
"AL139821.1","RNU2-16P"
"AL139821.1","RNU6-118P"
"AL139821.1","RNU6-1206P"
"AL139821.1","RNU6-199P"
"AL139821.1","RNU6-277P"
"AL139821.1","RNU6-341P"
"AL139821.1","RNU6-548P"
"AL139821.1","RNU6-564P"
"AL139821.1","RNU6-638P"
"AL139821.1","RNU6-96P"
"AL139821.1","RNU7-3P"
"AL139821.1","RNY4P25"
"AL139821.1","RP11-345J4.6"
"AL139821.1","RP11-44K6.2"
"AL139821.1","RP11-87N24.3"
"AL139821.1","RPL39P3"
"AL139821.1","S100A12"
"AL139821.1","S100A7"
"AL139821.1","S100A8"
"AL139821.1","S100A9"
"AL139821.1","SAA1"
"AL139821.1","SAA2-SAA4"
"AL139821.1","SAA2"
"AL139821.1","SAA4"
"AL139821.1","SERPINB3"
"AL139821.1","SERPINB4"
"AL139821.1","SERPINB7"
"AL139821.1","SLC6A14"
"AL139821.1","SLCO1B3"
"AL139821.1","SNORA14"
"AL139821.1","SNORD14E"
"AL139821.1","SNORD19"
"AL139821.1","SNORD6"
"AL139821.1","SNORD78"
"AL139821.1","SPRR1A"
"AL139821.1","SPRR1B"
"AL139821.1","SPRR2A"
"AL139821.1","SPRR2D"
"AL139821.1","TCN1"
"AL139821.1","TNIP3"
"AL157830.1","IGHVII-31-1"
"AL158077.1","MIR3929"
"AL158151.2","AL713999.1"
"AL158151.2","Clostridiales-1"
"AL158151.2","IGHD3-22"
"AL158151.2","MIR1254-1"
"AL158151.2","MIR126"
"AL158151.2","MIR186"
"AL158151.2","MIR210"
"AL158151.2","MIR324"
"AL158151.2","MIR429"
"AL158151.2","MIR4516"
"AL158151.2","MIR641"
"AL158151.2","MIR647"
"AL158151.2","PSG4"
"AL158151.2","RNA5SP86"
"AL158151.2","RNU6-118P"
"AL158151.2","RNU6-312P"
"AL158151.2","RNY1P11"
"AL158151.2","RNY4P10"
"AL158151.2","SNORD127"
"AL158151.2","SNORD14A"
"AL158151.2","SNORD19"
"AL158151.2","SNORD59A"
"AL158151.2","SNORD6"
"AL158151.2","SNORD83A"
"AL158151.2","SNORD99"
"AL158151.2","Y"
"AL160269.1","Z93930.1"
"AL161626.1","AL162151.3"
"AL161626.1","AL359753.1"
"AL161626.1","AL391380.1"
"AL161626.1","AL442127.1"
"AL161626.1","AL589947.1"
"AL161626.1","AL590431.1"
"AL161626.1","AL591708.1"
"AL161626.1","AL901608.1"
"AL161626.1","AL928742.1"
"AL161626.1","ALPL"
"AL161626.1","ANXA1"
"AL161626.1","AP000887.1"
"AL161626.1","AP002022.1"
"AL161626.1","AQP9"
"AL161626.1","ARMC2-AS1"
"AL161626.1","BGN"
"AL161626.1","BX088702.1"
"AL161626.1","C4BPA"
"AL161626.1","C4BPB"
"AL161626.1","CD274"
"AL161626.1","CD38"
"AL161626.1","CD55"
"AL161626.1","CDH3"
"AL161626.1","CFB"
"AL161626.1","CHAC1"
"AL161626.1","CHI3L1"
"AL161626.1","CLDN14"
"AL161626.1","CLDN1"
"AL161626.1","CLDN2"
"AL161626.1","CLEC4D"
"AL161626.1","CMTM2"
"AL161626.1","CPXM1"
"AL161626.1","CPZ"
"AL161626.1","CR392039.1"
"AL161626.1","CSF3R"
"AL161626.1","CSF3"
"AL161626.1","CTSK"
"AL161626.1","CU463998.1"
"AL161626.1","CU463998.2"
"AL161626.1","CXCL17"
"AL161626.1","CXCL1"
"AL161626.1","CXCL5"
"AL161626.1","CXCL6"
"AL161626.1","CXCL8"
"AL161626.1","CXCR1"
"AL161626.1","CXCR2"
"AL161626.1","DEFB4A"
"AL161626.1","DEFB4B"
"AL161626.1","DERL3"
"AL161626.1","DOC2B"
"AL161626.1","DUOX2"
"AL161626.1","DUOXA2"
"AL161626.1","ENKUR"
"AL161626.1","ERO1A"
"AL161626.1","FAM3B"
"AL161626.1","FAM83A"
"AL161626.1","FAM92B"
"AL161626.1","FCGR3B"
"AL161626.1","FCN3"
"AL161626.1","FGR"
"AL161626.1","FKBP11"
"AL161626.1","FP236383.7"
"AL161626.1","FP236383.8"
"AL161626.1","FP671120.2"
"AL161626.1","FPR1"
"AL161626.1","FPR2"
"AL161626.1","GLT1D1"
"AL161626.1","GNA15"
"AL161626.1","HCAR3"
"AL161626.1","HLA-N"
"AL161626.1","IFITM3"
"AL161626.1","IGHD2-15"
"AL161626.1","IGHD3-16"
"AL161626.1","IGHD3-22"
"AL161626.1","IGHG1"
"AL161626.1","IGHG3"
"AL161626.1","IGHJ1"
"AL161626.1","IGHJ2P"
"AL161626.1","IGHJ2"
"AL161626.1","IGHJ3P"
"AL161626.1","IGHJ3"
"AL161626.1","IGHJ4"
"AL161626.1","IGHJ5"
"AL161626.1","IGHJ6"
"AL161626.1","IGHV1-24"
"AL161626.1","IGHV1-67"
"AL161626.1","IGHV1-69-2"
"AL161626.1","IGHV2-26"
"AL161626.1","IGHV2-70"
"AL161626.1","IGHV3-15"
"AL161626.1","IGHV4-34"
"AL161626.1","IGHV4-39"
"AL161626.1","IGKJ1"
"AL161626.1","IGKJ3"
"AL161626.1","IGKJ4"
"AL161626.1","IGKJ5"
"AL161626.1","IGKV2D-40"
"AL161626.1","IGKV3-15"
"AL161626.1","IGKV3-20"
"AL161626.1","IGLJ1"
"AL161626.1","IGLJ6"
"AL161626.1","IGLV1-40"
"AL161626.1","IGLV1-51"
"AL161626.1","IGLV3-21"
"AL161626.1","IL11"
"AL161626.1","IL17A"
"AL161626.1","IL23A"
"AL161626.1","INHBA"
"AL161626.1","KCND3"
"AL161626.1","KCNJ15"
"AL161626.1","KCNN3"
"AL161626.1","KLK10"
"AL161626.1","KLK6"
"AL161626.1","KLK8"
"AL161626.1","KRT6B"
"AL161626.1","KYNU"
"AL161626.1","LBP"
"AL161626.1","LCN2"
"AL161626.1","LILRA1"
"AL161626.1","LILRA5"
"AL161626.1","LPCAT1"
"AL161626.1","LY6D"
"AL161626.1","MCEMP1"
"AL161626.1","MDFI"
"AL161626.1","MIR1254-1"
"AL161626.1","MIR1255B2"
"AL161626.1","MIR143"
"AL161626.1","MIR181B1"
"AL161626.1","MIR203A"
"AL161626.1","MIR23A"
"AL161626.1","MIR23B"
"AL161626.1","MIR24-2"
"AL161626.1","MIR25"
"AL161626.1","MIR27B"
"AL161626.1","MIR30C2"
"AL161626.1","MIR3197"
"AL161626.1","MIR3657"
"AL161626.1","MIR3682"
"AL161626.1","MIR3687-1"
"AL161626.1","MIR3687-2"
"AL161626.1","MIR374B"
"AL161626.1","MIR378G"
"AL161626.1","MIR378H"
"AL161626.1","MIR378J"
"AL161626.1","MIR4257"
"AL161626.1","MIR4436A"
"AL161626.1","MIR4477A"
"AL161626.1","MIR4477B"
"AL161626.1","MIR4537"
"AL161626.1","MIR4538"
"AL161626.1","MIR4539"
"AL161626.1","MIR491"
"AL161626.1","MIR503"
"AL161626.1","MIR548X2"
"AL161626.1","MIR616"
"AL161626.1","MIR641"
"AL161626.1","MIR642A"
"AL161626.1","MIR645"
"AL161626.1","MIR661"
"AL161626.1","MIR663B"
"AL161626.1","MIR6757"
"AL161626.1","MIR6772"
"AL161626.1","MIR6821"
"AL161626.1","MMP10"
"AL161626.1","MMP12"
"AL161626.1","MMP7"
"AL161626.1","MNDA"
"AL161626.1","MT-TM"
"AL161626.1","NFE2"
"AL161626.1","NOS2"
"AL161626.1","OSM"
"AL161626.1","PDPN"
"AL161626.1","PI3"
"AL161626.1","PIM2"
"AL161626.1","PLAU"
"AL161626.1","PPBP"
"AL161626.1","PROK2"
"AL161626.1","PRSS2"
"AL161626.1","REG1A"
"AL161626.1","REG1B"
"AL161626.1","REG3A"
"AL161626.1","RNA5SP108"
"AL161626.1","RNA5SP298"
"AL161626.1","RNA5SP323"
"AL161626.1","RNA5SP333"
"AL161626.1","RNA5SP334"
"AL161626.1","RNA5SP494"
"AL161626.1","RNA5SP86"
"AL161626.1","RNU1-72P"
"AL161626.1","RNU6-1053P"
"AL161626.1","RNU6-1095P"
"AL161626.1","RNU6-1161P"
"AL161626.1","RNU6-1206P"
"AL161626.1","RNU6-130P"
"AL161626.1","RNU6-190P"
"AL161626.1","RNU6-199P"
"AL161626.1","RNU6-216P"
"AL161626.1","RNU6-277P"
"AL161626.1","RNU6-341P"
"AL161626.1","RNU6-407P"
"AL161626.1","RNU6-423P"
"AL161626.1","RNU6-50P"
"AL161626.1","RNU6-510P"
"AL161626.1","RNU6-548P"
"AL161626.1","RNU6-564P"
"AL161626.1","RNU6-638P"
"AL161626.1","RNU6-890P"
"AL161626.1","RNU6-892P"
"AL161626.1","RNU6-96P"
"AL161626.1","RNY1P11"
"AL161626.1","RNY4P25"
"AL161626.1","RP11-16E12.2"
"AL161626.1","RP11-345J4.6"
"AL161626.1","RP11-44K6.2"
"AL161626.1","RP11-87N24.3"
"AL161626.1","RP11-88H9.2"
"AL161626.1","RPL39P3"
"AL161626.1","S100A12"
"AL161626.1","S100A7"
"AL161626.1","S100A8"
"AL161626.1","S100A9"
"AL161626.1","SAA1"
"AL161626.1","SAA2-SAA4"
"AL161626.1","SAA2"
"AL161626.1","SAA4"
"AL161626.1","SELE"
"AL161626.1","SERPINB3"
"AL161626.1","SERPINB4"
"AL161626.1","SERPINB7"
"AL161626.1","SLC11A1"
"AL161626.1","SLC26A4"
"AL161626.1","SLC6A14"
"AL161626.1","SLCO1B3"
"AL161626.1","SNORA14"
"AL161626.1","SNORA63"
"AL161626.1","SNORD12B"
"AL161626.1","SNORD14A"
"AL161626.1","SNORD14E"
"AL161626.1","SNORD19"
"AL161626.1","SNORD60"
"AL161626.1","SNORD6"
"AL161626.1","SNORD78"
"AL161626.1","SPRR1A"
"AL161626.1","SPRR1B"
"AL161626.1","SPRR2A"
"AL161626.1","SPRR2D"
"AL161626.1","SPRR3"
"AL161626.1","TCN1"
"AL161626.1","TGM2"
"AL161626.1","TNFRSF10C"
"AL161626.1","TNFRSF6B"
"AL161626.1","TNIP3"
"AL161626.1","TRBJ1-4"
"AL161626.1","TRBJ1-5"
"AL161626.1","TRBJ2-5"
"AL161626.1","TRBJ2-6"
"AL161626.1","TREM1"
"AL161626.1","WISP1"
"AL161626.1","WNT2"
"AL161626.1","ZBP1"
"AL161626.1","snoMe28S-Am2634"
"AL162151.3","AL354806.1"
"AL162151.3","AL356137.1"
"AL162151.3","AL358354.1"
"AL162151.3","AL359753.1"
"AL162151.3","AL359955.1"
"AL162151.3","AL360176.1"
"AL162151.3","AL391380.1"
"AL162151.3","AL442127.1"
"AL162151.3","AL589947.1"
"AL162151.3","AL590431.1"
"AL162151.3","AL591708.1"
"AL162151.3","AL713999.1"
"AL162151.3","AL901608.1"
"AL162151.3","AL928742.1"
"AL162151.3","AL954742.1"
"AL162151.3","ALPL"
"AL162151.3","ANGPTL4"
"AL162151.3","ANXA1"
"AL162151.3","AP000887.1"
"AL162151.3","AP001107.1"
"AL162151.3","AP002022.1"
"AL162151.3","AP003550.1"
"AL162151.3","AQP9"
"AL162151.3","ARMC2-AS1"
"AL162151.3","BEAN1"
"AL162151.3","BGN"
"AL162151.3","BX088702.1"
"AL162151.3","C2CD4A"
"AL162151.3","C4BPA"
"AL162151.3","C4BPB"
"AL162151.3","CD274"
"AL162151.3","CD38"
"AL162151.3","CD55"
"AL162151.3","CDH3"
"AL162151.3","CEACAM4"
"AL162151.3","CFB"
"AL162151.3","CFI"
"AL162151.3","CHAC1"
"AL162151.3","CHI3L1"
"AL162151.3","CLDN14"
"AL162151.3","CLDN1"
"AL162151.3","CLDN2"
"AL162151.3","CLEC4D"
"AL162151.3","CMTM2"
"AL162151.3","CPXM1"
"AL162151.3","CPZ"
"AL162151.3","CR392039.1"
"AL162151.3","CSF3R"
"AL162151.3","CSF3"
"AL162151.3","CTB-61M7.2"
"AL162151.3","CTSK"
"AL162151.3","CU463998.1"
"AL162151.3","CU463998.2"
"AL162151.3","CXCL17"
"AL162151.3","CXCL1"
"AL162151.3","CXCL3"
"AL162151.3","CXCL5"
"AL162151.3","CXCL6"
"AL162151.3","CXCL8"
"AL162151.3","CXCR1"
"AL162151.3","CXCR2"
"AL162151.3","Clostridiales-1"
"AL162151.3","DEFB4A"
"AL162151.3","DEFB4B"
"AL162151.3","DERL3"
"AL162151.3","DMBT1"
"AL162151.3","DOC2B"
"AL162151.3","DSG3"
"AL162151.3","DUOX2"
"AL162151.3","DUOXA1"
"AL162151.3","DUOXA2"
"AL162151.3","ENKUR"
"AL162151.3","ERO1A"
"AL162151.3","FAM3B"
"AL162151.3","FAM83A"
"AL162151.3","FAM92B"
"AL162151.3","FCAR"
"AL162151.3","FCGR3B"
"AL162151.3","FCN3"
"AL162151.3","FCRL5"
"AL162151.3","FER1L4"
"AL162151.3","FGR"
"AL162151.3","FIBIN"
"AL162151.3","FKBP11"
"AL162151.3","FO203515.1"
"AL162151.3","FP236383.7"
"AL162151.3","FP236383.8"
"AL162151.3","FP325318.1"
"AL162151.3","FP671120.2"
"AL162151.3","FPR1"
"AL162151.3","FPR2"
"AL162151.3","GLT1D1"
"AL162151.3","GNA15"
"AL162151.3","HCAR2"
"AL162151.3","HCAR3"
"AL162151.3","HLA-N"
"AL162151.3","IFI44"
"AL162151.3","IFITM1"
"AL162151.3","IFITM3"
"AL162151.3","IGHD2-15"
"AL162151.3","IGHD3-16"
"AL162151.3","IGHD3-22"
"AL162151.3","IGHD3-9"
"AL162151.3","IGHG1"
"AL162151.3","IGHG3"
"AL162151.3","IGHJ1"
"AL162151.3","IGHJ2P"
"AL162151.3","IGHJ2"
"AL162151.3","IGHJ3P"
"AL162151.3","IGHJ3"
"AL162151.3","IGHJ4"
"AL162151.3","IGHJ5"
"AL162151.3","IGHJ6"
"AL162151.3","IGHV1-18"
"AL162151.3","IGHV1-24"
"AL162151.3","IGHV1-67"
"AL162151.3","IGHV1-69-2"
"AL162151.3","IGHV1-69"
"AL162151.3","IGHV1OR15-2"
"AL162151.3","IGHV1OR16-1"
"AL162151.3","IGHV2-26"
"AL162151.3","IGHV2-70"
"AL162151.3","IGHV3-15"
"AL162151.3","IGHV3-21"
"AL162151.3","IGHV3-49"
"AL162151.3","IGHV4-34"
"AL162151.3","IGHV4-39"
"AL162151.3","IGKJ1"
"AL162151.3","IGKJ2"
"AL162151.3","IGKJ3"
"AL162151.3","IGKJ4"
"AL162151.3","IGKJ5"
"AL162151.3","IGKV1-33"
"AL162151.3","IGKV1D-39"
"AL162151.3","IGKV2D-40"
"AL162151.3","IGKV3-15"
"AL162151.3","IGKV3-20"
"AL162151.3","IGLJ1"
"AL162151.3","IGLJ6"
"AL162151.3","IGLV1-40"
"AL162151.3","IGLV1-44"
"AL162151.3","IGLV1-51"
"AL162151.3","IGLV3-21"
"AL162151.3","IL11"
"AL162151.3","IL17A"
"AL162151.3","IL17F"
"AL162151.3","IL23A"
"AL162151.3","INHBA"
"AL162151.3","KCND3"
"AL162151.3","KCNJ15"
"AL162151.3","KCNN3"
"AL162151.3","KLK10"
"AL162151.3","KLK6"
"AL162151.3","KLK8"
"AL162151.3","KRT6B"
"AL162151.3","KYNU"
"AL162151.3","LAX1"
"AL162151.3","LBP"
"AL162151.3","LCN2"
"AL162151.3","LILRA1"
"AL162151.3","LILRA5"
"AL162151.3","LILRB2"
"AL162151.3","LPCAT1"
"AL162151.3","LY6D"
"AL162151.3","MCEMP1"
"AL162151.3","MDFI"
"AL162151.3","MIR1249"
"AL162151.3","MIR1254-1"
"AL162151.3","MIR1255B2"
"AL162151.3","MIR126"
"AL162151.3","MIR143"
"AL162151.3","MIR181B1"
"AL162151.3","MIR203A"
"AL162151.3","MIR23A"
"AL162151.3","MIR23B"
"AL162151.3","MIR24-2"
"AL162151.3","MIR25"
"AL162151.3","MIR27B"
"AL162151.3","MIR30C2"
"AL162151.3","MIR3138"
"AL162151.3","MIR3176"
"AL162151.3","MIR3197"
"AL162151.3","MIR324"
"AL162151.3","MIR3657"
"AL162151.3","MIR3687-1"
"AL162151.3","MIR3687-2"
"AL162151.3","MIR374B"
"AL162151.3","MIR378G"
"AL162151.3","MIR378H"
"AL162151.3","MIR378J"
"AL162151.3","MIR421"
"AL162151.3","MIR4257"
"AL162151.3","MIR4436A"
"AL162151.3","MIR4477A"
"AL162151.3","MIR4477B"
"AL162151.3","MIR4489"
"AL162151.3","MIR4516"
"AL162151.3","MIR4537"
"AL162151.3","MIR4538"
"AL162151.3","MIR4539"
"AL162151.3","MIR4677"
"AL162151.3","MIR491"
"AL162151.3","MIR503"
"AL162151.3","MIR548X2"
"AL162151.3","MIR616"
"AL162151.3","MIR641"
"AL162151.3","MIR642A"
"AL162151.3","MIR645"
"AL162151.3","MIR661"
"AL162151.3","MIR663B"
"AL162151.3","MIR6757"
"AL162151.3","MIR6772"
"AL162151.3","MIR6821"
"AL162151.3","MMP10"
"AL162151.3","MMP12"
"AL162151.3","MMP3"
"AL162151.3","MMP7"
"AL162151.3","MNDA"
"AL162151.3","MT-TK"
"AL162151.3","MT-TM"
"AL162151.3","MZB1"
"AL162151.3","NCF2"
"AL162151.3","NFE2"
"AL162151.3","NOS2"
"AL162151.3","OSM"
"AL162151.3","PDPN"
"AL162151.3","PDZK1IP1"
"AL162151.3","PI3"
"AL162151.3","PIM2"
"AL162151.3","PLAU"
"AL162151.3","PPBP"
"AL162151.3","PROK2"
"AL162151.3","PRSS2"
"AL162151.3","PSG4"
"AL162151.3","PTP4A3"
"AL162151.3","REG1A"
"AL162151.3","REG1B"
"AL162151.3","REG3A"
"AL162151.3","RNA5SP108"
"AL162151.3","RNA5SP298"
"AL162151.3","RNA5SP323"
"AL162151.3","RNA5SP333"
"AL162151.3","RNA5SP334"
"AL162151.3","RNA5SP494"
"AL162151.3","RNA5SP69"
"AL162151.3","RNA5SP86"
"AL162151.3","RND1"
"AL162151.3","RNF183"
"AL162151.3","RNU1-72P"
"AL162151.3","RNU2-16P"
"AL162151.3","RNU5A-1"
"AL162151.3","RNU6-1053P"
"AL162151.3","RNU6-1095P"
"AL162151.3","RNU6-1161P"
"AL162151.3","RNU6-118P"
"AL162151.3","RNU6-1206P"
"AL162151.3","RNU6-130P"
"AL162151.3","RNU6-190P"
"AL162151.3","RNU6-199P"
"AL162151.3","RNU6-216P"
"AL162151.3","RNU6-277P"
"AL162151.3","RNU6-312P"
"AL162151.3","RNU6-341P"
"AL162151.3","RNU6-423P"
"AL162151.3","RNU6-510P"
"AL162151.3","RNU6-548P"
"AL162151.3","RNU6-564P"
"AL162151.3","RNU6-638P"
"AL162151.3","RNU6-737P"
"AL162151.3","RNU6-890P"
"AL162151.3","RNU6-892P"
"AL162151.3","RNU6-96P"
"AL162151.3","RNY1P11"
"AL162151.3","RNY4P25"
"AL162151.3","RP11-16E12.2"
"AL162151.3","RP11-248B24.5"
"AL162151.3","RP11-345J4.6"
"AL162151.3","RP11-44K6.2"
"AL162151.3","RP11-87N24.3"
"AL162151.3","RP11-88H9.2"
"AL162151.3","RP11-927P21.4"
"AL162151.3","RP6-159A1.4"
"AL162151.3","RPL39P3"
"AL162151.3","RTEL1"
"AL162151.3","S100A12"
"AL162151.3","S100A7"
"AL162151.3","S100A8"
"AL162151.3","S100A9"
"AL162151.3","SAA1"
"AL162151.3","SAA2-SAA4"
"AL162151.3","SAA2"
"AL162151.3","SAA4"
"AL162151.3","SELE"
"AL162151.3","SERPINA3"
"AL162151.3","SERPINB3"
"AL162151.3","SERPINB4"
"AL162151.3","SERPINB7"
"AL162151.3","SFRP2"
"AL162151.3","SLC11A1"
"AL162151.3","SLC26A4"
"AL162151.3","SLC6A14"
"AL162151.3","SLC6A20"
"AL162151.3","SLC7A5"
"AL162151.3","SLCO1B3"
"AL162151.3","SNORA14"
"AL162151.3","SNORA26"
"AL162151.3","SNORA63"
"AL162151.3","SNORD11"
"AL162151.3","SNORD127"
"AL162151.3","SNORD12B"
"AL162151.3","SNORD14A"
"AL162151.3","SNORD14E"
"AL162151.3","SNORD19"
"AL162151.3","SNORD36C"
"AL162151.3","SNORD60"
"AL162151.3","SNORD6"
"AL162151.3","SNORD78"
"AL162151.3","SNORD83A"
"AL162151.3","SNORD99"
"AL162151.3","SPRR1A"
"AL162151.3","SPRR1B"
"AL162151.3","SPRR2A"
"AL162151.3","SPRR2D"
"AL162151.3","SPRR3"
"AL162151.3","STOM"
"AL162151.3","STRIP2"
"AL162151.3","TCN1"
"AL162151.3","TGM2"
"AL162151.3","TNFRSF10C"
"AL162151.3","TNFRSF6B"
"AL162151.3","TNIP3"
"AL162151.3","TRAJ2"
"AL162151.3","TRBJ1-4"
"AL162151.3","TRBJ1-5"
"AL162151.3","TRBJ2-2"
"AL162151.3","TRBJ2-6"
"AL162151.3","TREM1"
"AL162151.3","VSIG1"
"AL162151.3","WISP1"
"AL162151.3","WNT2"
"AL162151.3","Y"
"AL162151.3","Z98750.1"
"AL162151.3","ZBP1"
"AL162151.3","snoMe28S-Am2634"
"AL162853.1","MIR6832"
"AL353602.1","AL359753.1"
"AL353602.1","AL359955.1"
"AL353602.1","AL590431.1"
"AL353602.1","AL713999.1"
"AL353602.1","AL928742.1"
"AL353602.1","AL954742.1"
"AL353602.1","FO203515.1"
"AL353602.1","FP325318.1"
"AL353602.1","IGHD3-22"
"AL353602.1","MIR324"
"AL353602.1","MIR3685"
"AL353602.1","MIR4537"
"AL353602.1","MIR4538"
"AL353602.1","MIR4539"
"AL353602.1","MT-TM"
"AL353602.1","RNA5SP86"
"AL353602.1","RNU6-118P"
"AL353602.1","RNU6-423P"
"AL353602.1","RP11-345J4.6"
"AL353602.1","SNORD12B"
"AL353602.1","SNORD14A"
"AL353602.1","SNORD14E"
"AL353602.1","SNORD19"
"AL353602.1","SNORD62A"
"AL353602.1","SNORD62B"
"AL353602.1","SNORD99"
"AL353602.1","TRBJ1-4"
"AL354720.1","AL356137.1"
"AL354720.1","AL358354.1"
"AL354720.1","AL359753.1"
"AL354720.1","AL391380.1"
"AL354720.1","AL901608.1"
"AL354720.1","AP000887.1"
"AL354720.1","BX088702.1"
"AL354720.1","CTD-3032J10.4"
"AL354720.1","CU463998.1"
"AL354720.1","IGHJ1"
"AL354720.1","IGHJ2P"
"AL354720.1","IGHJ2"
"AL354720.1","IGHJ3"
"AL354720.1","IGHJ4"
"AL354720.1","IGHJ5"
"AL354720.1","IGHJ6"
"AL354720.1","IGKJ1"
"AL354720.1","IGKJ3"
"AL354720.1","IGKJ5"
"AL354720.1","IGLJ1"
"AL354720.1","MIR143"
"AL354720.1","MIR23B"
"AL354720.1","MIR25"
"AL354720.1","MIR27B"
"AL354720.1","MIR3138"
"AL354720.1","MIR320E"
"AL354720.1","MIR4436A"
"AL354720.1","MIR4489"
"AL354720.1","MIR4516"
"AL354720.1","MIR548X2"
"AL354720.1","MIR642A"
"AL354720.1","MT-TR"
"AL354720.1","RNA5SP298"
"AL354720.1","RNA5SP333"
"AL354720.1","RNA5SP334"
"AL354720.1","RNU6-1053P"
"AL354720.1","RNU6-1095P"
"AL354720.1","RNU6-118P"
"AL354720.1","RNU6-130P"
"AL354720.1","RNU6-510P"
"AL354720.1","RNU6-548P"
"AL354720.1","RNU6-611P"
"AL354720.1","RNU6-762P"
"AL354720.1","RNY1P11"
"AL354720.1","RP11-248B24.5"
"AL354720.1","SNORA26"
"AL354720.1","SNORD104"
"AL354720.1","SNORD12B"
"AL354720.1","SNORD14A"
"AL354720.1","SNORD36C"
"AL354720.1","SNORD60"
"AL354720.1","SNORD78"
"AL354720.1","SNORD93"
"AL354720.1","SPRR3"
"AL354720.1","Y"
"AL354806.1","AL391380.1"
"AL354806.1","AL901608.1"
"AL354806.1","AL928742.1"
"AL354806.1","AP002022.1"
"AL354806.1","ARMC2-AS1"
"AL354806.1","BX088702.1"
"AL354806.1","CHI3L1"
"AL354806.1","CU463998.1"
"AL354806.1","CXCL17"
"AL354806.1","DEFB4A"
"AL354806.1","DUOXA2"
"AL354806.1","HLA-N"
"AL354806.1","IGHD2-15"
"AL354806.1","IGHD3-16"
"AL354806.1","IGHD3-9"
"AL354806.1","IGHJ1"
"AL354806.1","IGHJ2P"
"AL354806.1","IGHJ2"
"AL354806.1","IGHJ3P"
"AL354806.1","IGHJ3"
"AL354806.1","IGHJ4"
"AL354806.1","IGHJ5"
"AL354806.1","IGKJ1"
"AL354806.1","IGKJ3"
"AL354806.1","IGKJ4"
"AL354806.1","IGKJ5"
"AL354806.1","IGLJ1"
"AL354806.1","IGLJ6"
"AL354806.1","KLK6"
"AL354806.1","KLK8"
"AL354806.1","MCEMP1"
